R/V Knorr Calliope CSV data file  (Time stamps are GMT)
Date, Time_GMT, AT, WXTP_Ta, WXTS_Ta, BPR, WXTP_Pa, WXTS_Pa, Dec_Lat, Dec_Lon, Depth12, Depth35, FLR, SPD, COG, SOG, LWR, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Ri, WXTS_Dm, WXTS_Sm, WXTP_Dm, WXTP_Sm, HRH, WXTP_Ua, WXTS_Ua, SBE45C, SBE45S, SBE45T, Salinity, SSCND, SSTMP, SBE48T, HDT, SWR, SSV, SPAR, WXTP_TD, WXTS_TD, Wnd_TD, Wnd_TS, WXTP_TS, WXTS_TS, HdChkSum=7E
2012/04/21, 19:56:43, , , , 1009.60, , , 41.451050, -70.758214, 26.11, 0.00, 85.40, , 96.1, 3.1, , , , , , , , , , , , , 21.6253, 14.9197, 18.8923, 14.9213, 21.6253, 10.5258, , 259.3, 681.3, 1467.4852, , 193.3, 197.3, 195.6, 4.7134, 4.5, 4.7, 7E
2012/04/21, 19:57:43, 12.10, 12.1, 12.1, 1009.50, 1009.2, 1009.5, 41.450960, -70.757045, 15.64, 0.00, 85.40, , 95.9, 3.1, 329.00, 0.00, 12.41, 11.87, 0.0, 284, 3.6, 268, 3.7, 89.000, 89.0, 88.7, 21.6313, 14.9195, 18.9055, 14.9211, 21.6313, 10.5051, 10.5051, 259.2, 681.3, 1467.4158, 0.2701, 193.5, 208.1, 194.6, 4.7580, 3.6, 3.9, 7E
2012/04/21, 19:58:43, 12.20, 12.2, 12.2, 1009.40, 1009.2, 1009.4, 41.450831, -70.756231, 27.64, 0.00, 85.40, , 108.1, 1.6, 325.00, 0.00, 12.41, 11.87, 0.0, 283, 4.7, 279, 4.6, 89.000, 88.6, 88.7, 21.6403, 14.9219, 18.9179, 14.9235, 21.6403, 10.4905, 10.4905, 259.6, 630.3, 1467.3632, 0.1481, 189.6, 193.1, 181.7, 4.3026, 4.4, 4.6, 7E
2012/04/21, 19:59:43, 12.10, 12.1, 12.1, 1009.50, 1009.2, 1009.5, 41.450664, -70.756076, 28.80, 0.00, 85.70, 0.77, 231.4, 1.4, 326.70, 0.00, 12.41, 11.87, 0.0, 290, 5.5, 292, 5.5, 88.600, 88.1, 88.1, 21.6461, 14.9217, 18.9304, 14.9234, 21.6461, 10.4771, 10.4771, 252.4, 367.8, 1467.3117, 0.1849, 179.2, 176.7, 158.3, 4.1120, 5.0, 5.1, 7E
2012/04/21, 20:00:43, 12.10, 12.1, 12.1, 1009.50, 1009.2, 1009.5, 41.450446, -70.756540, 27.84, 0.00, 85.40, 1.25, 231.5, 1.2, 329.30, 0.00, 12.41, 11.87, 0.0, 317, 6.1, 318, 5.9, 88.100, 88.2, 88.0, 21.6476, 14.9182, 18.9436, 14.9198, 21.6476, 10.4665, 10.4665, 237.8, 545.7, 1467.2679, 0.1159, 192.8, 191.5, 160.1, 4.6816, 5.4, 5.6, 7E
2012/04/21, 20:01:43, 12.00, 12.1, 12.0, 1009.40, 1009.2, 1009.4, 41.450332, -70.756737, 27.05, 0.00, 85.40, -0.35, 234.2, 0.2, 338.00, 0.00, 12.41, 11.87, 0.0, 308, 6.2, 307, 5.8, 88.200, 88.5, 88.3, 21.6534, 14.9179, 18.9565, 14.9196, 21.6534, 10.4589, 10.4589, 243.8, 392.6, 1467.2379, 0.2843, 190.8, 191.5, 208.3, 5.4085, 5.7, 6.1, 7E
2012/04/21, 20:02:43, 12.10, 12.1, 12.1, 1009.40, 1009.2, 1009.4, 41.450361, -70.756692, 27.71, 0.00, 85.40, -0.59, 50.2, 0.4, 336.30, 0.00, 12.41, 11.87, 0.0, 303, 5.6, 304, 5.8, 88.500, 88.7, 88.4, 21.6603, 14.9184, 18.9696, 14.9201, 21.6603, 10.4536, 10.4536, 241.3, 758.6, 1467.2164, 0.1863, 187.5, 186.3, 200.3, 5.8405, 6.0, 5.8, 7E
2012/04/21, 20:03:43, 12.10, 12.1, 12.1, 1009.40, 1009.2, 1009.4, 41.450455, -70.756489, 27.46, 0.00, 85.40, -0.75, 64.0, 0.8, 341.30, 0.00, 12.41, 11.87, 0.0, 302, 5.2, 302, 5.1, 88.700, 88.5, 88.3, 21.6665, 14.9183, 18.9830, 14.9200, 21.6665, 10.4485, 10.4485, 241.6, 505.4, 1467.1945, 0.2420, 188.4, 188.0, 187.8, 5.7379, 5.3, 5.4, 7E
2012/04/21, 20:04:43, 12.00, 12.1, 12.0, 1009.40, 1009.2, 1009.4, 41.450551, -70.756129, 27.30, 0.00, 85.40, -0.92, 79.1, 1.2, 344.10, 0.00, 12.41, 11.87, 0.0, 301, 5.2, 299, 5.2, 88.500, 88.5, 88.4, 21.6728, 14.9184, 18.9960, 14.9201, 21.6728, 10.4431, 10.4431, 244.5, 529.5, 1467.1792, 0.2940, 190.7, 192.3, 192.0, 5.1343, 5.4, 5.4, 7E
2012/04/21, 20:05:43, 12.00, 12.1, 12.0, 1009.40, 1009.2, 1009.4, 41.450645, -70.755657, 29.47, 0.00, 85.40, , 73.8, 1.5, 346.00, 0.00, 12.41, 11.87, 0.0, 293, 4.9, 294, 5.2, 88.500, 88.6, 88.5, 21.6780, 14.9178, 19.0087, 14.9194, 21.6780, 10.4374, 10.4374, 244.6, 787.1, 1467.1575, 0.2956, 186.9, 186.1, 192.8, 5.1042, 5.4, 5.1, 7E
2012/04/21, 20:06:43, 12.10, 12.1, 12.1, 1009.40, 1009.2, 1009.4, 41.450749, -70.755094, 30.89, 0.00, 85.70, , 75.9, 1.6, 345.90, 0.00, 12.41, 11.87, 0.0, 293, 4.7, 293, 5.3, 88.600, 88.7, 88.6, 21.6862, 14.9194, 19.0214, 14.9211, 21.6862, 10.4321, 10.4321, 244.6, 779.8, 1467.1381, 0.2927, 187.0, 187.7, 190.5, 5.2475, 5.5, 4.9, 7E
2012/04/21, 20:07:43, 12.10, 12.1, 12.1, 1009.40, 1009.1, 1009.4, 41.450851, -70.754476, 28.80, 0.00, 85.40, , 78.3, 1.8, 343.30, 0.00, 12.41, 11.87, 0.0, 294, 5.1, 293, 5.2, 88.700, 88.6, 88.5, 21.6911, 14.9186, 19.0341, 14.9202, 21.6911, 10.4284, 10.4284, 244.6, 758.6, 1467.1200, 0.2827, 188.0, 188.8, 193.2, 5.1489, 5.4, 5.3, 7E
2012/04/21, 20:08:43, 12.10, 12.1, 12.1, 1009.30, 1009.1, 1009.3, 41.450949, -70.753783, 30.60, 0.00, 85.70, , 80.3, 2.0, 339.20, 0.00, 12.41, 11.87, 0.0, 288, 5.6, 290, 5.8, 88.600, 88.7, 88.5, 21.6975, 14.9186, 19.0474, 14.9203, 21.6975, 10.4238, 10.4238, 244.6, 724.3, 1467.1059, 0.2711, 185.0, 183.1, 193.3, 5.2888, 6.0, 5.7, 7E
2012/04/21, 20:09:43, 12.10, 12.1, 12.1, 1009.30, 1009.1, 1009.3, 41.451040, -70.753034, 27.88, 0.00, 85.40, , 81.8, 2.2, 335.20, 0.00, 12.41, 11.87, 0.0, 285, 5.3, 286, 5.1, 88.700, 88.7, 88.5, 21.7051, 14.9200, 19.0596, 14.9216, 21.7051, 10.4217, 10.4217, 245.2, 683.1, 1467.0933, 0.2620, 184.2, 182.5, 186.3, 5.3607, 5.2, 5.4, 7E
2012/04/21, 20:10:43, 12.10, 12.1, 12.1, 1009.30, 1009.0, 1009.3, 41.451125, -70.752261, 26.30, 0.00, 85.70, , 81.3, 2.1, 331.90, 0.00, 12.41, 11.87, 0.0, 282, 4.7, 282, 4.8, 88.700, 88.5, 88.4, 21.7100, 14.9191, 19.0724, 14.9208, 21.7100, 10.4202, 10.4202, 245.2, 647.3, 1467.0872, 0.2536, 181.1, 181.0, 183.7, 5.0921, 4.9, 4.8, 7E
2012/04/21, 20:11:43, 12.10, 12.1, 12.1, 1009.30, 1009.0, 1009.3, 41.451208, -70.751452, 25.86, 0.00, 85.70, , 82.1, 2.2, 329.50, 0.00, 12.41, 11.87, 0.0, 276, 4.1, 275, 3.9, 88.500, 88.2, 88.1, 21.7153, 14.9188, 19.0844, 14.9205, 21.7153, 10.4197, 10.4197, 244.8, 624.0, 1467.0845, 0.2519, 177.4, 177.3, 181.9, 4.6100, 3.8, 4.0, 7E
2012/04/21, 20:12:43, 12.00, 12.1, 12.0, 1009.30, 1009.1, 1009.3, 41.451303, -70.750631, 26.29, 0.00, 85.70, , 80.7, 2.3, 327.30, 0.00, 12.41, 11.87, 0.0, 279, 5.8, 277, 5.8, 88.200, 88.4, 88.2, 21.7224, 14.9195, 19.0975, 14.9211, 21.7224, 10.4197, 10.4197, 245.2, 620.6, 1467.0815, 0.2408, 174.5, 176.1, 178.3, 4.2507, 5.8, 5.8, 7E
2012/04/21, 20:13:44, 12.10, 12.1, 12.1, 1009.30, 1009.1, 1009.3, 41.451408, -70.749793, 30.89, 0.00, 85.70, , 80.1, 2.2, 325.60, 0.00, 12.41, 11.87, 0.0, 279, 6.0, 278, 6.1, 88.400, 88.8, 88.7, 21.7277, 14.9192, 19.1096, 14.9208, 21.7277, 10.4204, 10.4204, 245.3, 590.1, 1467.0864, 0.2409, 174.9, 175.7, 175.3, 5.0840, 6.1, 6.0, 7E
2012/04/21, 20:14:43, 12.10, 12.2, 12.1, 1009.30, 1009.0, 1009.3, 41.451528, -70.748984, 26.77, 0.00, 85.70, , 78.7, 2.3, 324.30, 0.00, 12.41, 11.87, 0.0, 279, 6.1, 278, 6.1, 88.800, 89.0, 88.9, 21.7333, 14.9191, 19.1218, 14.9207, 21.7333, 10.4233, 10.4233, 245.2, 586.8, 1467.0955, 0.2426, 174.8, 175.5, 175.0, 5.6325, 6.1, 6.1, 7E
2012/04/21, 20:15:43, 12.20, 12.2, 12.2, 1009.30, 1009.1, 1009.3, 41.451598, -70.748345, 26.32, 0.00, 85.70, , 84.1, 1.4, 324.60, 0.00, 12.41, 11.87, 0.0, 284, 6.4, 284, 6.2, 89.000, 88.8, 88.8, 21.7394, 14.9193, 19.1339, 14.9209, 21.7394, 10.4276, 10.4276, 245.4, 587.5, 1467.1116, 0.2407, 176.8, 176.2, 170.5, 5.5522, 6.2, 6.4, 7E
2012/04/21, 20:16:44, 12.20, 12.3, 12.2, 1009.30, 1009.1, 1009.3, 41.451622, -70.747946, 25.77, 0.00, 85.70, -0.85, 83.9, 0.9, 324.40, 0.00, 12.41, 11.87, 0.0, 287, 6.9, 287, 6.9, 88.800, 89.0, 89.0, 21.7458, 14.9196, 19.1464, 14.9213, 21.7458, 10.4325, 10.4325, 244.8, 579.9, 1467.1307, 0.2455, 176.2, 175.9, 173.5, 5.7185, 6.9, 6.9, 7E
2012/04/21, 20:17:43, 12.30, 12.4, 12.3, 1009.30, 1009.2, 1009.3, 41.451625, -70.747688, 26.45, 0.00, 85.70, -0.53, 88.3, 0.6, 324.80, 0.00, 12.41, 11.87, 0.0, 291, 6.7, 291, 7.0, 89.000, 88.7, 88.9, 21.7509, 14.9193, 19.1580, 14.9210, 21.7509, 10.4377, 10.4377, 244.7, 594.7, 1467.1516, 0.2484, 178.9, 178.6, 171.7, 6.2780, 7.0, 6.7, 7E
