R/V Knorr Calliope CSV data file  (Time stamps are GMT)
Date, Time_GMT, AT, WXTP_Ta, WXTS_Ta, BPR, WXTP_Pa, WXTS_Pa, Dec_Lat, Dec_Lon, Depth12, Depth35, FLR, SPD, COG, SOG, LWR, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Ri, WXTS_Dm, WXTS_Sm, WXTP_Dm, WXTP_Sm, HRH, WXTP_Ua, WXTS_Ua, SBE45C, SBE45S, SBE45T, Salinity, SSCND, SSTMP, SBE48T, HDT, SWR, SSV, SPAR, WXTP_TD, WXTS_TD, Wnd_TD, Wnd_TS, WXTP_TS, WXTS_TS, HdChkSum=7E
2012/04/30, 00:00:10, 20.60, 20.6, 20.6, 1020.80, 1020.8, 1020.8, 32.948491, -65.980656, 4729.00, 0.00, 114.30, -0.98, 92.5, 0.8, 384.60, 0.00, 173.93, 168.97, 0.0, 2, 8.1, 7, 8.1, 90.800, 90.8, 90.2, 50.1374, 36.2395, 20.6780, 36.2437, 50.1374, 20.6778, 20.6778, 234.7, 11.0, 1524.7055, -0.0021, 243.9, 238.8, 244.0, 7.1233, 8.5, 8.4, 7E
2012/04/30, 00:01:10, 20.60, 20.6, 20.6, 1020.90, 1020.8, 1020.9, 32.948550, -65.980369, 4727.00, 0.00, 114.30, -1.00, 103.7, 1.2, 385.20, 0.00, 173.93, 168.97, 0.0, 2, 7.3, 5, 7.6, 90.700, 90.7, 90.2, 50.1315, 36.2387, 20.6733, 36.2430, 50.1333, 20.6774, 20.6774, 234.7, 11.5, 1524.7039, -0.0021, 243.5, 240.4, 245.0, 7.3991, 8.0, 7.7, 7E
2012/04/30, 00:02:10, 20.60, 20.6, 20.6, 1020.90, 1020.8, 1020.9, 32.948617, -65.980095, 4781.00, 0.00, 114.30, -0.97, 59.1, 1.3, 398.40, 0.00, 173.93, 168.97, 0.0, 1, 6.9, 7, 7.2, 90.800, 90.8, 90.2, 50.1293, 36.2378, 20.6724, 36.2419, 50.1293, 20.6763, 20.6763, 234.8, 11.1, 1524.6994, -0.0021, 242.4, 236.6, 241.8, 7.5162, 7.8, 7.5, 7E
2012/04/30, 00:03:10, 20.60, 20.6, 20.6, 1020.90, 1020.8, 1020.9, 32.948676, -65.979824, 4729.00, 0.00, 114.30, -0.98, 33.2, 0.7, 388.90, 0.00, 173.93, 168.97, 0.0, 4, 7.1, 7, 7.2, 90.700, 90.7, 90.2, 50.1310, 36.2386, 20.6730, 36.2428, 50.1310, 20.6758, 20.6758, 234.5, 11.1, 1524.6991, -0.0021, 240.6, 237.4, 239.8, 6.9397, 7.5, 7.4, 7E
2012/04/30, 00:04:10, 20.60, 20.6, 20.6, 1020.70, 1020.7, 1020.7, 32.948735, -65.979560, 4730.00, 0.00, 114.30, -0.94, 90.5, 0.9, 381.50, 0.00, 173.93, 168.97, 0.0, 1, 8.5, 7, 8.7, 90.700, 90.7, 90.1, 50.1301, 36.2388, 20.6718, 36.2431, 50.1301, 20.6753, 20.6753, 235.3, 11.5, 1524.6981, -0.0021, 244.3, 238.3, 243.7, 7.2484, 9.1, 8.9, 7E
2012/04/30, 00:05:10, 20.60, 20.6, 20.6, 1021.00, 1020.7, 1021.0, 32.948800, -65.979281, 4729.00, 0.00, 114.30, -0.93, 115.5, 1.5, 380.70, 0.00, 173.93, 168.97, 0.0, 7, 7.9, 13, 7.7, 90.700, 90.7, 90.1, 50.1286, 36.2390, 20.6702, 36.2433, 50.1286, 20.6744, 20.6744, 234.7, 11.0, 1524.6959, -0.0020, 251.7, 245.7, 245.5, 7.9033, 8.2, 8.4, 7E
2012/04/30, 00:06:10, 20.60, 20.6, 20.6, 1020.90, 1020.8, 1020.9, 32.948849, -65.979006, 4731.00, 0.00, 114.00, -0.96, 116.8, 1.7, 385.40, 0.00, 173.93, 168.97, 0.0, 7, 7.4, 12, 7.5, 90.700, 90.7, 90.2, 50.1264, 36.2380, 20.6692, 36.2423, 50.1264, 20.6736, 20.6736, 234.9, 11.1, 1524.6926, -0.0021, 252.4, 247.5, 251.3, 7.7418, 8.1, 7.9, 7E
2012/04/30, 00:07:10, 20.60, 20.6, 20.6, 1020.80, 1020.8, 1020.8, 32.948903, -65.978747, 4732.00, 0.00, 114.30, -0.93, 95.6, 0.8, 391.70, 0.00, 173.93, 168.97, 0.0, 5, 7.3, 11, 7.6, 90.600, 90.6, 90.1, 50.1229, 36.2388, 20.6651, 36.2430, 50.1237, 20.6723, 20.6723, 234.8, 11.3, 1524.6893, -0.0021, 247.6, 241.6, 247.1, 6.7642, 7.9, 7.6, 7E
2012/04/30, 00:08:10, 20.60, 20.6, 20.6, 1020.90, 1020.8, 1020.9, 32.948948, -65.978484, 4733.00, 0.00, 114.30, -0.92, 54.8, 0.8, 377.90, 0.00, 173.93, 168.97, 0.0, 12, 7.1, 16, 7.5, 90.600, 90.6, 90.1, 50.1215, 36.2388, 20.6636, 36.2431, 50.1227, 20.6719, 20.6719, 235.0, 11.1, 1524.6888, -0.0021, 250.8, 246.6, 244.6, 6.8952, 7.9, 7.5, 7E
2012/04/30, 00:09:10, 20.60, 20.6, 20.6, 1020.90, 1020.9, 1020.9, 32.948970, -65.978214, 4737.00, 0.00, 114.30, -0.88, 65.5, 0.6, 372.80, 0.00, 173.93, 168.97, 0.0, 17, 7.0, 19, 7.4, 90.600, 90.6, 90.1, 50.1237, 36.2387, 20.6659, 36.2429, 50.1209, 20.6698, 20.6698, 234.4, 10.8, 1524.6834, -0.0021, 253.8, 251.5, 249.2, 7.1836, 7.7, 7.3, 7E
