R/V Knorr Calliope CSV data file  (Time stamps are GMT)
Date, Time_GMT, AT, WXTP_Ta, WXTS_Ta, BPR, WXTP_Pa, WXTS_Pa, Dec_Lat, Dec_Lon, Depth12, Depth35, FLR, SPD, COG, SOG, LWR, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Ri, WXTS_Dm, WXTS_Sm, WXTP_Dm, WXTP_Sm, HRH, WXTP_Ua, WXTS_Ua, SBE45C, SBE45S, SBE45T, Salinity, SSCND, SSTMP, SBE48T, HDT, SWR, SSV, SPAR, WXTP_TD, WXTS_TD, Wnd_TD, Wnd_TS, WXTP_TS, WXTS_TS, HdChkSum=7E
2012/04/23, 00:00:44, 16.20, 16.2, 16.2, 1006.90, 1006.5, 1006.9, 39.000239, -68.999781, 3129.00, 0.00, 111.20, 0.34, 333.6, 1.0, 376.30, 0.00, 14.06, 13.42, 0.0, 336, 10.4, 340, 9.8, 84.700, 84.7, 84.6, 39.9834, 33.7930, 13.3044, 33.7958, 39.9834, 12.9489, 12.9489, 163.7, 11.5, 1498.5851, -0.0020, 144.9, 140.8, 145.5, 9.6702, 10.3, 10.9, 7E
2012/04/23, 00:01:43, 16.20, 16.2, 16.2, 1006.60, 1006.5, 1006.6, 39.000224, -68.999801, 3129.00, 0.00, 112.60, 0.22, 300.2, 1.2, 376.20, 0.00, 14.06, 13.42, 0.0, 338, 10.3, 342, 9.9, 84.800, 84.8, 84.8, 39.9861, 33.7928, 13.3074, 33.7957, 39.9861, 12.9492, 12.9492, 163.8, 11.7, 1498.5866, -0.0020, 145.0, 141.0, 143.3, 10.1104, 10.5, 10.9, 7E
2012/04/23, 00:02:44, 16.20, 16.2, 16.2, 1006.70, 1006.5, 1006.7, 39.000219, -68.999829, 3129.00, 0.00, 112.60, 0.19, 105.6, 1.8, 376.90, 0.00, 14.06, 13.42, 0.0, 336, 10.4, 340, 10.0, 84.800, 84.8, 84.7, 39.9842, 33.7927, 13.3056, 33.7955, 39.9842, 12.9485, 12.9485, 163.9, 11.1, 1498.5849, -0.0020, 148.2, 143.4, 152.5, 8.6784, 9.3, 9.7, 7E
2012/04/23, 00:03:43, 16.20, 16.2, 16.2, 1006.70, 1006.4, 1006.7, 39.000220, -68.999868, 3129.00, 0.00, 111.80, 0.21, 348.7, 1.6, 376.90, 0.00, 14.06, 13.42, 0.0, 336, 9.6, 340, 9.5, 85.000, 85.0, 84.9, 39.9835, 33.7932, 13.3043, 33.7960, 39.9835, 12.9482, 12.9482, 166.2, 11.4, 1498.5829, -0.0020, 148.7, 144.7, 150.8, 10.0499, 10.3, 10.4, 7E
2012/04/23, 00:04:43, 16.20, 16.2, 16.2, 1006.60, 1006.5, 1006.6, 39.000251, -68.999803, 0.00, 0.00, 111.50, 0.25, 111.4, 2.9, 376.40, 0.00, 14.06, 13.42, 0.0, 336, 9.8, 340, 9.3, 84.800, 84.8, 84.7, 39.9899, 33.7942, 13.3100, 33.7970, 39.9899, 12.9474, 12.9474, 163.3, 11.0, 1498.5809, -0.0020, 149.7, 144.4, 149.5, 8.2212, 8.1, 8.5, 7E
2012/04/23, 00:05:43, 16.20, 16.2, 16.2, 1006.60, 1006.5, 1006.6, 39.000220, -68.999742, 3128.00, 0.00, 112.30, 0.28, 220.7, 0.7, 376.80, 0.00, 14.06, 13.42, 0.0, 335, 10.3, 339, 10.0, 84.600, 84.6, 84.6, 39.9866, 33.7926, 13.3082, 33.7955, 39.9866, 12.9468, 12.9468, 164.1, 11.7, 1498.5793, -0.0020, 141.7, 137.4, 142.6, 9.6332, 9.9, 10.2, 7E
2012/04/23, 00:06:43, 16.20, 16.2, 16.2, 1006.50, 1006.5, 1006.5, 39.000248, -68.999728, 3129.00, 0.00, 111.80, -0.06, 214.6, 0.6, 376.30, 0.00, 14.06, 13.42, 0.0, 338, 9.9, 341, 9.6, 84.500, 84.5, 84.4, 39.9842, 33.7937, 13.3044, 33.7966, 39.9842, 12.9457, 12.9457, 164.9, 11.3, 1498.5775, -0.0020, 145.1, 141.8, 144.3, 9.1637, 9.5, 9.8, 7E
2012/04/23, 00:07:43, 16.20, 16.1, 16.2, 1006.50, 1006.6, 1006.5, 39.000235, -68.999730, 3129.00, 0.00, 111.20, 0.15, 152.3, 1.6, 376.70, 0.00, 14.06, 13.42, 0.0, 335, 9.7, 340, 9.7, 84.800, 84.8, 84.8, 39.9832, 33.7927, 13.3045, 33.7955, 39.9832, 12.9440, 12.9440, 163.5, 11.3, 1498.5700, -0.0021, 143.5, 137.7, 144.2, 8.7149, 8.9, 8.9, 7E
2012/04/23, 00:08:43, 16.10, 16.1, 16.1, 1006.50, 1006.3, 1006.5, 39.000253, -68.999734, 3129.00, 0.00, 111.50, 0.03, 132.3, 1.3, 376.60, 0.00, 14.06, 13.42, 0.0, 336, 9.5, 340, 9.3, 84.800, 84.8, 84.6, 39.9889, 33.7930, 13.3102, 33.7959, 39.9889, 12.9432, 12.9432, 163.4, 11.5, 1498.5656, -0.0020, 145.0, 140.4, 145.5, 8.6840, 8.7, 8.9, 7E
2012/04/23, 00:09:43, 16.10, 16.1, 16.1, 1006.50, 1006.4, 1006.5, 39.000226, -68.999725, 3129.00, 0.00, 111.80, 0.29, 250.0, 0.3, 376.30, 0.00, 14.06, 13.42, 0.0, 335, 9.9, 338, 9.8, 85.000, 85.0, 84.9, 39.9781, 33.7929, 13.2989, 33.7957, 39.9781, 12.9433, 12.9433, 164.4, 11.7, 1498.5665, -0.0020, 142.4, 139.0, 144.5, 9.5220, 9.8, 10.0, 7E
