R/V Knorr Calliope CSV data file  (Time stamps are GMT)
Date, Time_GMT, AT, WXTP_Ta, WXTS_Ta, BPR, WXTP_Pa, WXTS_Pa, Dec_Lat, Dec_Lon, Depth12, Depth35, FLR, SPD, COG, SOG, LWR, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Ri, WXTS_Dm, WXTS_Sm, WXTP_Dm, WXTP_Sm, HRH, WXTP_Ua, WXTS_Ua, SBE45C, SBE45S, SBE45T, Salinity, SSCND, SSTMP, SBE48T, HDT, SWR, SSV, SPAR, WXTP_TD, WXTS_TD, Wnd_TD, Wnd_TS, WXTP_TS, WXTS_TS, HdChkSum=7E
2012/05/04, 00:00:10, 19.90, 19.9, 19.9, 1016.80, 1016.6, 1016.8, 33.278973, -65.722262, , , 55.50, -0.23, 200.9, 0.4, 370.70, 0.00, 179.33, 174.69, 0.0, 18, 8.5, 21, 8.8, 73.000, 73.0, 73.0, 50.1411, 36.3152, 20.5931, 36.3194, 50.1411, 20.5434, 20.5434, 1.5, 11.5, 1524.4255, -0.0020, 23.6, 20.3, 18.1, 7.7830, 9.0, 8.7, 7E
2012/05/04, 00:01:10, 19.90, 19.9, 19.9, 1016.80, 1016.5, 1016.8, 33.278999, -65.722329, , , 56.00, -0.08, 102.3, 0.5, 371.60, 0.00, 179.33, 174.69, 0.0, 8, 7.8, 13, 8.2, 71.700, 71.7, 71.7, 50.1385, 36.3168, 20.5887, 36.3212, 50.1401, 20.5431, 20.5431, 1.4, 11.3, 1524.4267, -0.0020, 13.5, 8.1, 25.1, 7.8062, 8.2, 7.8, 7E
2012/05/04, 00:02:11, 19.90, 19.9, 19.9, 1016.80, 1016.5, 1016.8, 33.279007, -65.722391, , , 56.00, -0.27, 142.2, 0.9, 369.80, 0.00, 179.33, 174.69, 0.0, 14, 9.3, 18, 9.8, 73.200, 73.2, 73.3, 50.1318, 36.3149, 20.5847, 36.3191, 50.1347, 20.5421, 20.5421, 2.8, 11.4, 1524.4231, -0.0020, 19.9, 15.5, 16.7, 7.9420, 10.0, 9.6, 7E
2012/05/04, 00:03:10, 19.90, 19.9, 19.9, 1016.70, 1016.5, 1016.7, 33.279001, -65.722459, , , 56.00, -0.20, 309.3, 0.8, 370.00, 0.00, 179.33, 174.69, 0.0, 12, 8.7, 17, 9.0, 71.900, 71.9, 71.9, 50.1296, 36.3163, 20.5809, 36.3205, 50.1296, 20.5425, 20.5425, 1.4, 11.7, 1524.4243, -0.0020, 21.3, 16.0, 20.3, 8.0212, 8.9, 8.5, 7E
2012/05/04, 00:04:10, 19.90, 19.9, 19.9, 1016.80, 1016.6, 1016.8, 33.279007, -65.722544, , , 56.10, -0.33, 174.5, 1.0, 369.20, 0.00, 179.33, 174.69, 0.0, 16, 9.2, 20, 9.6, 71.600, 71.6, 71.7, 50.1296, 36.3162, 20.5809, 36.3205, 50.1288, 20.5425, 20.5425, 1.8, 11.4, 1524.4234, -0.0020, 20.8, 16.6, 15.7, 8.5641, 10.1, 9.7, 7E
2012/05/04, 00:05:11, 19.90, 19.9, 19.9, 1016.80, 1016.5, 1016.8, 33.279005, -65.722649, , , 56.10, -0.13, 263.6, 1.3, 371.40, 0.00, 179.33, 174.69, 0.0, 15, 8.9, 16, 8.5, 71.200, 71.2, 71.3, 50.1313, 36.3162, 20.5826, 36.3204, 50.1298, 20.5422, 20.5422, 2.6, 11.7, 1524.4224, -0.0020, 23.2, 21.8, 23.6, 8.5370, 8.8, 9.2, 7E
2012/05/04, 00:06:10, 19.90, 19.9, 19.9, 1016.80, 1016.7, 1016.8, 33.279001, -65.722697, , , 56.00, -0.18, 175.8, 0.8, 377.10, 0.00, 179.33, 174.69, 0.0, 9, 9.1, 14, 9.2, 71.600, 71.6, 71.5, 50.1316, 36.3163, 20.5828, 36.3205, 50.1316, 20.5421, 20.5421, 1.2, 11.8, 1524.4232, -0.0020, 15.6, 10.5, 15.4, 8.5119, 9.6, 9.5, 7E
2012/05/04, 00:07:10, 19.90, 19.9, 19.9, 1016.80, 1016.6, 1016.8, 33.279016, -65.722782, , , 56.00, -0.13, 13.2, 0.5, 383.70, 0.00, 179.33, 174.69, 0.0, 12, 8.2, 16, 8.6, 71.400, 71.4, 71.4, 50.1325, 36.3158, 20.5842, 36.3204, 50.1310, 20.5421, 20.5421, 1.7, 11.4, 1524.4231, -0.0020, 18.3, 13.8, 15.7, 8.3425, 8.3, 7.9, 7E
2012/05/04, 00:08:10, 19.90, 19.9, 19.9, 1016.80, 1016.7, 1016.8, 33.279020, -65.722882, , , 56.30, -0.20, 215.2, 0.6, 388.20, 0.00, 179.33, 174.69, 0.0, 12, 9.4, 16, 9.7, 70.400, 70.4, 70.4, 50.1347, 36.3178, 20.5840, 36.3220, 50.1347, 20.5422, 20.5422, 1.2, 11.4, 1524.4251, -0.0020, 18.7, 14.5, 17.6, 8.5136, 10.0, 9.7, 7E
2012/05/04, 00:09:10, 19.90, 19.9, 19.9, 1016.80, 1016.6, 1016.8, 33.279015, -65.722983, , , 55.80, -0.31, 99.9, 0.6, 389.60, 0.00, 179.33, 174.69, 0.0, 13, 8.8, 17, 9.2, 70.500, 70.5, 70.5, 50.1335, 36.3172, 20.5836, 36.3214, 50.1332, 20.5422, 20.5422, 1.9, 11.7, 1524.4239, -0.0020, 17.4, 13.0, 14.0, 8.3478, 9.2, 8.8, 7E
