R/V Knorr Calliope CSV data file  (Time stamps are GMT)
Date, Time_GMT, AT, WXTP_Ta, WXTS_Ta, BPR, WXTP_Pa, WXTS_Pa, Dec_Lat, Dec_Lon, Depth12, Depth35, FLR, SPD, COG, SOG, LWR, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Ri, WXTS_Dm, WXTS_Sm, WXTP_Dm, WXTP_Sm, HRH, WXTP_Ua, WXTS_Ua, SBE45C, SBE45S, SBE45T, Salinity, SSCND, SSTMP, SBE48T, HDT, SWR, SSV, SPAR, WXTP_TD, WXTS_TD, Wnd_TD, Wnd_TS, WXTP_TS, WXTS_TS, HdChkSum=7E
2012/04/27, 00:00:11, 17.40, 17.5, 17.4, 1004.90, 1004.7, 1004.9, 38.789522, -69.188529, 3259.00, 0.00, 119.40, -0.05, 72.9, 1.0, 397.80, 5.00, 144.94, 140.72, 5.2, 10, 12.5, 11, 11.5, 85.000, 85.0, 84.8, 39.0395, 33.3709, 12.7714, 33.3735, 39.0381, 12.6618, 12.6618, 170.3, 12.1, 1497.1207, -0.0020, 185.6, 184.1, 172.2, 115.2245, 11.7, 12.7, 7E
2012/04/27, 00:01:10, 17.40, 17.4, 17.4, 1004.90, 1004.7, 1004.9, 38.789522, -69.188439, 3256.00, 0.00, 117.90, 0.15, 163.8, 1.1, 394.20, 3.90, 145.01, 140.78, 4.4, 6, 11.5, 10, 11.8, 85.000, 85.0, 84.9, 39.0491, 33.3707, 12.7819, 33.3734, 39.0491, 12.6615, 12.6615, 169.4, 12.1, 1497.1196, -0.0020, 181.8, 177.3, 185.6, 10.9182, 11.2, 10.9, 7E
2012/04/27, 00:02:10, 17.30, 17.3, 17.3, 1004.80, 1004.7, 1004.8, 38.789530, -69.188312, 3257.00, 0.00, 118.50, 0.20, 110.9, 1.8, 395.90, 1.80, 145.07, 140.81, 3.2, 6, 12.1, 18, 11.0, 85.000, 85.0, 84.7, 39.0550, 33.3694, 12.7897, 33.3721, 39.0550, 12.6615, 12.6615, 171.0, 12.2, 1497.1181, -0.0020, 193.9, 180.9, 186.6, 10.2527, 10.9, 11.8, 7E
2012/04/27, 00:03:11, 17.20, 17.3, 17.2, 1004.60, 1004.5, 1004.6, 38.789568, -69.188243, 3256.00, 0.00, 118.80, 0.00, 215.8, 0.6, 396.90, 2.60, 145.12, 140.86, 3.4, 6, 12.6, 14, 12.3, 85.900, 85.9, 85.4, 39.0446, 33.3700, 12.7778, 33.3727, 39.0470, 12.6608, 12.6608, 166.9, 12.4, 1497.1188, -0.0020, 182.1, 173.6, 178.8, 10.6515, 12.0, 12.4, 7E
2012/04/27, 00:04:10, 17.30, 17.3, 17.3, 1004.50, 1004.3, 1004.5, 38.789560, -69.188063, 3255.00, 0.00, 118.50, 0.43, 93.7, 2.0, 398.30, 7.20, 145.26, 140.99, 6.9, 12, 12.0, 12, 12.4, 85.900, 85.9, 85.6, 39.0456, 33.3710, 12.7777, 33.3738, 39.0470, 12.6606, 12.6606, 167.0, 12.2, 1497.1173, -0.0020, 185.7, 185.6, 184.7, 11.5787, 12.4, 12.0, 7E
2012/04/27, 00:05:10, 17.30, 17.3, 17.3, 1004.50, 1004.3, 1004.5, 38.789596, -69.187905, 3256.00, 0.00, 118.50, 0.04, 27.5, 2.0, 396.80, 20.20, 145.63, 141.32, 21.7, 14, 13.1, 14, 11.6, 85.400, 85.4, 84.9, 39.0437, 33.3693, 12.7777, 33.3720, 39.0437, 12.6602, 12.6602, 164.3, 12.1, 1497.1136, -0.0020, 180.8, 180.3, 178.7, 12.4302, 12.5, 14.0, 7E
2012/04/27, 00:06:10, 17.30, 17.3, 17.3, 1004.30, 1004.2, 1004.3, 38.789672, -69.187701, 3256.00, 0.00, 118.80, 0.17, 64.1, 1.2, 398.70, 13.90, 145.91, 141.55, 18.4, 11, 13.0, 18, 13.6, 86.100, 86.1, 85.5, 39.0511, 33.3681, 12.7870, 33.3708, 39.0486, 12.6596, 12.6596, 165.2, 11.9, 1497.1101, -0.0021, 186.0, 178.9, 183.2, 11.6562, 13.9, 13.2, 7E
2012/04/27, 00:07:10, 17.30, 17.4, 17.3, 1004.40, 1004.3, 1004.4, 38.789683, -69.187486, 3259.00, 0.00, 118.20, 0.11, 311.6, 1.1, 397.10, 5.20, 146.00, 141.64, 5.0, 11, 12.5, 20, 12.3, 86.500, 86.5, 85.8, 39.0468, 33.3682, 12.7822, 33.3709, 39.0468, 12.6590, 12.6590, 165.3, 12.4, 1497.1082, -0.0020, 183.8, 174.8, 179.2, 13.0243, 12.6, 12.9, 7E
2012/04/27, 00:08:10, 17.40, 17.4, 17.4, 1004.40, 1004.3, 1004.4, 38.789784, -69.187262, 3259.00, 0.00, 117.60, -0.19, 6.9, 1.3, 399.10, 4.80, 146.11, 141.72, 6.5, 14, 13.2, 25, 12.7, 85.600, 85.6, 85.3, 39.0448, 33.3706, 12.7773, 33.3734, 39.0448, 12.6589, 12.6589, 165.5, 11.9, 1497.1108, -0.0020, 190.1, 179.3, 178.2, 13.0862, 13.4, 13.8, 7E
2012/04/27, 00:09:10, 17.30, 17.3, 17.3, 1004.40, 1004.1, 1004.4, 38.789779, -69.187033, 3256.00, 0.00, 117.90, 0.25, 69.7, 0.6, 399.80, 7.70, 146.30, 141.86, 10.6, 9, 12.9, 13, 13.4, 85.800, 85.8, 85.5, 39.0407, 33.3670, 12.7770, 33.3697, 39.0411, 12.6595, 12.6595, 165.9, 11.8, 1497.1080, -0.0020, 181.8, 177.5, 185.1, 11.8377, 13.5, 13.0, 7E
2012/04/27, 00:10:10, 17.40, 17.4, 17.4, 1004.10, 1004.0, 1004.1, 38.789832, -69.186832, 3257.00, 0.00, 118.80, -0.03, 347.8, 1.0, 400.90, 8.10, 146.46, 141.98, 10.5, 8, 13.0, 15, 13.3, 86.100, 86.1, 85.8, 39.0447, 33.3654, 12.7832, 33.3681, 39.0447, 12.6601, 12.6601, 164.5, 12.2, 1497.1086, -0.0021, 179.5, 172.4, 176.5, 12.7854, 13.8, 13.5, 7E
2012/04/27, 00:11:10, 17.40, 17.4, 17.4, 1004.40, 1004.0, 1004.4, 38.789880, -69.186627, 3259.00, 0.00, 117.60, 0.09, 110.6, 1.9, 400.70, 10.50, 146.64, 142.16, 10.3, 11, 13.4, 15, 13.3, 86.000, 86.0, 85.8, 39.0458, 33.3635, 12.7864, 33.3663, 39.0459, 12.6597, 12.6597, 165.2, 12.1, 1497.1051, -0.0021, 185.0, 180.5, 183.5, 12.1240, 13.0, 13.0, 7E
2012/04/27, 00:12:10, 17.50, 17.5, 17.5, 1004.50, 1004.0, 1004.5, 38.789939, -69.186404, 3255.00, 0.00, 119.20, 0.01, 63.9, 1.2, 399.10, 10.70, 146.80, 142.34, 10.0, 6, 13.0, 14, 13.0, 86.200, 86.2, 85.9, 39.0417, 33.3623, 12.7835, 33.3649, 39.0422, 12.6585, 12.6585, 165.9, 11.8, 1497.0996, -0.0021, 182.7, 174.6, 182.5, 12.8803, 13.3, 13.2, 7E
2012/04/27, 00:13:10, 17.50, 17.5, 17.5, 1004.60, 1004.0, 1004.6, 38.789955, -69.186185, 0.00, 0.00, 116.40, 0.22, 87.8, 1.0, 399.20, 7.10, 146.92, 142.46, 6.8, 5, 13.3, 9, 13.8, 85.900, 85.9, 85.3, 39.0381, 33.3656, 12.7758, 33.3683, 39.0381, 12.6579, 12.6579, 162.7, 11.9, 1497.1014, -0.0021, 175.5, 171.2, 178.0, 12.1592, 13.8, 13.2, 7E
2012/04/27, 00:14:10, 17.40, 17.4, 17.4, 1004.30, 1003.9, 1004.3, 38.790053, -69.185955, 3259.00, 0.00, 119.20, 0.11, 98.8, 2.2, 399.80, 7.30, 147.02, 142.59, 7.6, 6, 13.3, 10, 13.4, 85.900, 85.9, 85.3, 39.0317, 33.3640, 12.7708, 33.3666, 39.0317, 12.6552, 12.6552, 166.3, 12.2, 1497.0903, -0.0021, 182.5, 178.2, 182.7, 11.7456, 13.2, 13.0, 7E
2012/04/27, 00:15:10, 17.40, 17.4, 17.4, 1004.00, 1003.7, 1004.0, 38.790051, -69.185753, 3255.00, 0.00, 118.20, 0.26, 338.1, 1.7, 401.20, 6.20, 147.18, 142.68, 7.3, 3, 12.7, 6, 13.0, 85.900, 85.9, 85.5, 39.0307, 33.3631, 12.7706, 33.3659, 39.0307, 12.6530, 12.6530, 165.9, 12.1, 1497.0820, -0.0021, 170.6, 167.5, 174.3, 12.8907, 13.8, 13.6, 7E
2012/04/27, 00:16:10, 17.40, 17.4, 17.4, 1004.20, 1003.7, 1004.2, 38.790115, -69.185527, 3255.00, 0.00, 119.20, -0.06, 76.2, 0.8, 398.20, 10.00, 147.36, 142.86, 10.5, 5, 12.3, 15, 11.7, 86.000, 86.0, 85.6, 39.0257, 33.3653, 12.7627, 33.3681, 39.0257, 12.6517, 12.6517, 165.1, 11.8, 1497.0803, -0.0020, 182.1, 171.7, 174.3, 12.3119, 11.8, 12.3, 7E
2012/04/27, 00:17:10, 17.30, 17.3, 17.3, 1003.90, 1003.7, 1003.9, 38.790174, -69.185303, 3130.00, 0.00, 119.20, -0.30, 339.5, 1.4, 400.60, 4.50, 147.44, 142.93, 4.9, 1, 12.7, 7, 12.9, 86.000, 86.0, 85.7, 39.0329, 33.3630, 12.7732, 33.3657, 39.0298, 12.6497, 12.6497, 162.8, 12.4, 1497.0688, -0.0020, 170.6, 164.5, 170.7, 12.9104, 13.6, 13.4, 7E
2012/04/27, 00:18:10, 17.30, 17.3, 17.3, 1004.10, 1003.8, 1004.1, 38.790206, -69.185101, 3259.00, 0.00, 118.20, 0.12, 111.2, 0.6, 397.10, 6.30, 147.52, 143.04, 5.3, 1, 12.2, 5, 12.2, 86.000, 86.0, 85.7, 39.0381, 33.3628, 12.7791, 33.3654, 39.0381, 12.6488, 12.6488, 166.6, 12.4, 1497.0673, -0.0021, 173.6, 169.2, 174.8, 11.7269, 12.1, 12.0, 7E
2012/04/27, 00:19:10, 17.20, 17.2, 17.2, 1004.00, 1003.8, 1004.0, 38.790242, -69.184906, 3255.00, 0.00, 119.40, -0.20, 201.3, 1.3, 398.20, 5.30, 147.63, 143.12, 5.9, 4, 12.7, 6, 12.5, 86.000, 86.0, 85.7, 39.0323, 33.3627, 12.7729, 33.3654, 39.0323, 12.6476, 12.6476, 164.4, 11.8, 1497.0632, -0.0020, 170.1, 167.6, 170.3, 11.1583, 11.9, 12.1, 7E
2012/04/27, 00:20:10, 17.20, 17.2, 17.2, 1003.80, 1003.2, 1003.8, 38.790267, -69.184707, 3255.00, 0.00, 123.70, 0.12, 136.5, 0.3, 396.80, 4.30, 147.69, 143.19, 4.1, 2, 11.5, 6, 11.7, 86.400, 86.4, 86.2, 39.0217, 33.3526, 12.7728, 33.3553, 39.0239, 12.6452, 12.6452, 166.5, 12.1, 1497.0422, -0.0021, 173.7, 169.4, 175.6, 11.3455, 11.6, 11.4, 7E
