R/V Knorr Calliope CSV data file  (Time stamps are GMT)
Date, Time_GMT, AT, WXTP_Ta, WXTS_Ta, BPR, WXTP_Pa, WXTS_Pa, Dec_Lat, Dec_Lon, Depth12, Depth35, FLR, SPD, COG, SOG, LWR, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Ri, WXTS_Dm, WXTS_Sm, WXTP_Dm, WXTP_Sm, HRH, WXTP_Ua, WXTS_Ua, SBE45C, SBE45S, SBE45T, Salinity, SSCND, SSTMP, SBE48T, HDT, SWR, SSV, WXTP_TD, WXTS_TD, Wnd_TD, Wnd_TS, WXTP_TS, WXTS_TS, HdChkSum=62
2012/04/18, 18:52:02, 12.00, 12.0, 12.0, 1021.80, 1021.4, 1021.8, 41.523953, -70.672270, , , 72.00, -0.37, 180.0, 0.0, 313.60, 0.00, 12.32, 11.70, 0.0, 104, 3.7, 102, 4.3, 49.500, 49.5, 49.6, 42.5098, 31.4138, 18.9181, 31.4172, 42.5098, 11.0152, 11.0152, 24.3, 439.9, 1489.0952, 127.0, 128.7, 115.8, 3.9093, 4.3, 3.7, 62
2012/04/18, 18:53:02, 11.90, 12.0, 11.9, 1021.70, 1021.4, 1021.7, 41.523954, -70.672272, , , 72.30, 0.60, 180.0, 0.0, 314.30, 0.00, 12.32, 11.70, 0.0, 103, 4.1, 98, 3.2, 49.900, 49.9, 49.7, 42.5141, 31.4131, 18.9236, 31.4166, 42.5141, 11.0182, 11.0182, 24.1, 438.9, 1489.1064, 122.9, 127.5, 124.6, 3.8854, 3.2, 4.1, 62
2012/04/18, 18:54:02, 11.90, 11.9, 11.9, 1021.70, 1021.4, 1021.7, 41.523953, -70.672271, , , 72.30, 0.24, 310.6, 0.0, 313.30, 0.00, 12.32, 11.70, 0.0, 95, 4.6, 94, 4.1, 50.000, 50.0, 50.7, 42.5177, 31.4121, 18.9289, 31.4155, 42.5177, 11.0212, 11.0212, 24.1, 440.3, 1489.1182, 118.9, 119.5, 121.5, 4.2051, 4.1, 4.6, 62
2012/04/18, 18:55:02, 11.90, 12.0, 11.9, 1021.80, 1021.4, 1021.8, 41.523953, -70.672272, , , 72.00, 0.14, 0.0, 0.0, 314.50, 0.00, 12.32, 11.70, 0.0, 94, 4.0, 98, 4.5, 49.900, 49.9, 50.3, 42.5232, 31.4117, 18.9354, 31.4151, 42.5232, 11.0246, 11.0246, 24.1, 446.3, 1489.1271, 122.9, 118.5, 122.9, 4.2698, 4.5, 4.0, 62
2012/04/18, 18:56:02, 11.90, 12.0, 11.9, 1021.70, 1021.4, 1021.7, 41.523953, -70.672272, , , 71.10, 0.75, 270.0, 0.0, 315.60, 0.00, 12.32, 11.70, 0.0, 86, 3.5, 83, 3.2, 50.000, 50.0, 49.8, 42.5281, 31.4116, 18.9409, 31.4150, 42.5281, 11.0281, 11.0281, 24.1, 475.8, 1489.1383, 107.8, 110.5, 128.4, 3.5354, 3.2, 3.5, 62
2012/04/18, 18:57:02, 11.90, 12.0, 11.9, 1021.70, 1021.3, 1021.7, 41.523953, -70.672271, , , 71.60, 1.44, 225.0, 0.0, 314.40, 0.00, 12.32, 11.70, 0.0, 98, 5.2, 93, 5.1, 50.900, 50.9, 52.0, 42.5324, 31.4105, 18.9470, 31.4139, 42.5324, 11.0312, 11.0312, 24.0, 495.7, 1489.1502, 117.8, 122.4, 118.2, 4.4216, 5.1, 5.2, 62
2012/04/18, 18:58:02, 11.90, 12.0, 11.9, 1021.70, 1021.3, 1021.7, 41.523953, -70.672271, , , 71.10, 0.01, 116.6, 0.0, 317.10, 0.00, 12.32, 11.70, 0.0, 94, 3.1, 100, 2.0, 52.900, 52.9, 52.9, 42.5378, 31.4100, 18.9535, 31.4135, 42.5378, 11.0351, 11.0351, 24.0, 501.2, 1489.1633, 124.8, 118.4, 126.3, 3.6738, 2.0, 3.1, 62
2012/04/18, 18:59:02, 11.90, 12.0, 11.9, 1021.70, 1021.3, 1021.7, 41.523953, -70.672271, , , 71.10, -0.07, 45.0, 0.0, 317.40, 0.00, 12.32, 11.70, 0.0, 89, 3.0, 93, 2.8, 53.400, 53.4, 53.8, 42.5427, 31.4092, 18.9598, 31.4127, 42.5427, 11.0387, 11.0387, 24.1, 503.0, 1489.1732, 117.9, 113.5, 116.3, 3.1223, 2.8, 3.0, 62
2012/04/18, 19:00:04, 12.00, 12.1, 12.0, 1021.70, 1021.3, 1021.7, 41.523953, -70.672271, , , 71.60, 0.53, 90.0, 0.0, 317.70, 0.00, 12.32, 11.70, 0.0, 78, 1.5, 72, 2.4, 53.400, 53.4, 54.1, 42.5478, 31.4089, 18.9658, 31.4124, 42.5478, 11.0422, 11.0422, 24.1, 526.1, 1489.1859, 96.9, 102.6, 104.8, 2.3558, 2.4, 1.5, 62
2012/04/18, 19:01:02, 12.10, 12.2, 12.1, 1021.70, 1021.3, 1021.7, 41.523953, -70.672270, , , 70.80, 0.49, 135.0, 0.0, 318.70, 0.00, 12.32, 11.70, 0.0, 82, 2.5, 85, 1.7, 53.400, 53.4, 53.5, 42.5527, 31.4077, 18.9728, 31.4111, 42.5527, 11.0462, 11.0462, 24.2, 539.4, 1489.1994, 109.9, 106.6, 115.6, 1.8658, 1.7, 2.5, 62
2012/04/18, 19:02:02, 12.20, 12.2, 12.2, 1021.70, 1021.3, 1021.7, 41.523953, -70.672269, , , 71.40, -0.64, 180.0, 0.0, 315.20, 0.00, 12.32, 11.70, 0.0, 89, 3.7, 86, 4.3, 51.200, 51.2, 51.9, 42.5579, 31.4067, 18.9798, 31.4101, 42.5579, 11.0507, 11.0507, 24.2, 474.4, 1489.2127, 110.8, 113.5, 105.8, 3.8580, 4.3, 3.7, 62
2012/04/18, 19:03:02, 12.10, 12.1, 12.1, 1021.70, 1021.3, 1021.7, 41.523953, -70.672269, , , 71.40, 1.28, 143.1, 0.0, 317.50, 0.00, 12.32, 11.70, 0.0, 100, 2.3, 103, 1.4, 51.200, 51.2, 51.5, 42.5640, 31.4063, 18.9870, 31.4097, 42.5640, 11.0548, 11.0548, 24.2, 474.9, 1489.2283, 127.9, 124.6, 115.0, 3.0458, 1.4, 2.3, 62
2012/04/18, 19:04:02, 12.10, 12.1, 12.1, 1021.60, 1021.3, 1021.6, 41.523953, -70.672269, , , 71.40, 0.53, 90.0, 0.0, 316.70, 0.00, 12.32, 11.70, 0.0, 88, 2.2, 90, 2.3, 50.600, 50.6, 50.7, 42.5691, 31.4049, 18.9944, 31.4083, 42.5691, 11.0593, 11.0593, 24.2, 496.2, 1489.2419, 115.1, 112.7, 128.5, 2.6841, 2.3, 2.2, 62
2012/04/18, 19:05:02, 12.20, 12.2, 12.2, 1021.60, 1021.3, 1021.6, 41.523953, -70.672270, , , 71.40, 0.05, 180.0, 0.0, 315.50, 0.00, 12.32, 11.70, 0.0, 97, 5.1, 94, 5.0, 49.600, 49.6, 49.8, 42.5747, 31.4040, 19.0016, 31.4075, 42.5747, 11.0638, 11.0638, 24.2, 471.3, 1489.2558, 118.9, 121.5, 116.8, 3.4695, 5.0, 5.1, 62
2012/04/18, 19:06:02, 12.10, 12.2, 12.1, 1021.60, 1021.2, 1021.6, 41.523953, -70.672271, , , 71.60, 0.10, 348.7, 0.0, 314.80, 0.00, 12.32, 11.70, 0.0, 89, 3.9, 93, 4.3, 51.300, 51.3, 51.1, 42.5807, 31.4033, 19.0091, 31.4067, 42.5807, 11.0675, 11.0675, 24.1, 484.7, 1489.2694, 117.9, 113.6, 125.8, 4.5283, 4.3, 3.9, 62
2012/04/18, 19:07:03, 12.10, 12.2, 12.1, 1021.60, 1021.2, 1021.6, 41.523953, -70.672269, , , 71.10, 0.94, 339.4, 0.0, 315.80, 0.00, 12.32, 11.70, 0.0, 95, 3.6, 90, 3.8, 52.000, 52.0, 51.9, 42.5865, 31.4024, 19.0166, 31.4058, 42.5865, 11.0713, 11.0713, 24.3, 498.4, 1489.2816, 115.2, 119.8, 116.1, 3.6692, 3.8, 3.6, 62
2012/04/18, 19:08:02, 12.10, 12.2, 12.1, 1021.60, 1021.2, 1021.6, 41.523954, -70.672272, , , 71.40, -0.02, 18.4, 0.0, 315.80, 0.00, 12.32, 11.70, 0.0, 98, 3.3, 99, 3.8, 53.200, 53.2, 53.2, 42.5922, 31.4010, 19.0246, 31.4045, 42.5922, 11.0745, 11.0745, 24.1, 528.6, 1489.2925, 123.9, 122.6, 127.1, 3.3977, 3.8, 3.3, 62
2012/04/18, 19:09:02, 12.10, 12.2, 12.1, 1021.60, 1021.2, 1021.6, 41.523953, -70.672271, , , 71.60, 0.34, 58.0, 0.0, 316.60, 0.00, 12.32, 11.70, 0.0, 119, 3.1, 108, 2.7, 52.800, 52.8, 53.0, 42.5986, 31.4003, 19.0325, 31.4038, 42.5986, 11.0776, 11.0776, 24.2, 534.8, 1489.3011, 133.2, 143.8, 122.1, 2.9117, 2.7, 3.1, 62
2012/04/18, 19:10:02, 12.20, 12.3, 12.2, 1021.50, 1021.2, 1021.5, 41.523953, -70.672272, , , 71.60, -0.08, 71.6, 0.0, 315.60, 0.00, 12.32, 11.70, 0.0, 108, 3.4, 104, 3.7, 52.500, 52.5, 52.7, 42.6052, 31.3996, 19.0406, 31.4031, 42.6052, 11.0806, 11.0806, 24.1, 542.4, 1489.3105, 129.0, 132.7, 124.9, 3.5457, 3.7, 3.4, 62
2012/04/18, 19:11:02, 12.20, 12.3, 12.2, 1021.50, 1021.2, 1021.5, 41.523954, -70.672272, , , 71.60, 0.25, 333.4, 0.0, 313.80, 0.00, 12.32, 11.70, 0.0, 104, 3.6, 104, 3.5, 53.200, 53.2, 53.3, 42.6112, 31.3984, 19.0488, 31.4018, 42.6112, 11.0833, 11.0833, 24.1, 666.5, 1489.3201, 128.9, 128.5, 124.5, 3.3246, 3.5, 3.6, 62
2012/04/18, 19:12:02, 12.10, 12.2, 12.1, 1021.50, 1021.2, 1021.5, 41.523954, -70.672272, , , 71.40, 0.37, 0.0, 0.0, 312.30, 0.00, 12.32, 11.70, 0.0, 93, 5.2, 101, 5.8, 53.300, 53.3, 53.3, 42.6179, 31.3971, 19.0577, 31.4006, 42.6179, 11.0865, 11.0865, 24.1, 601.5, 1489.3297, 125.9, 117.6, 119.5, 4.7430, 5.8, 5.2, 62
2012/04/18, 19:13:02, 11.90, 12.0, 11.9, 1021.50, 1021.1, 1021.5, 41.523953, -70.672272, , , 71.10, -0.38, 18.4, 0.0, 312.50, 0.00, 12.32, 11.70, 0.0, 93, 4.8, 93, 4.2, 51.200, 51.2, 52.0, 42.6239, 31.3959, 19.0658, 31.3994, 42.6239, 11.0893, 11.0893, 24.1, 546.0, 1489.3367, 117.9, 117.6, 118.5, 5.1051, 4.2, 4.8, 62
2012/04/18, 19:14:02, 11.80, 11.8, 11.8, 1021.50, 1021.1, 1021.5, 41.523953, -70.672270, , , 70.80, 0.18, 97.1, 0.0, 313.10, 0.00, 12.32, 11.70, 0.0, 85, 4.7, 86, 5.0, 52.300, 52.3, 52.6, 42.6305, 31.3949, 19.0744, 31.3983, 42.6305, 11.0912, 11.0912, 24.1, 549.8, 1489.3422, 110.9, 109.6, 110.9, 3.9417, 5.0, 4.7, 62
