0	14	45	107	76	272526	96371	20145	266098	94305	20256							
0	14	46	108	76	272313	96323	20160	266007	94286	20263							
0	14	48	107	76	272200	96319	20179	257260	91210	20277							
0	14	50	108	76	272513	96302	20112	258729	91660	20238							
0	14	52	107	76	272845	96315	20058	257475	91552	20423							
0	14	54	108	76	273107	96254	19977	258638	91766	20313							
0	14	56	107	76	275826	96370	19542	258072	91409	20227							
0	14	58	108	76	277042	96480	19380	257354	91076	20184							
0	15	0	108	76	275727	96218	19482	257284	91202	20267							
0	15	2	108	76	275935	96271	19471	257998	91521	20304							
0	15	4	108	76	275379	96268	19570	257221	91598	20499							
0	15	6	107	76	274634	96133	19636	255989	91462	20666							
0	15	8	107	76	276755	96491	19437	256200	91513	20653							
0	15	10	107	77	274689	96193	19656	255682	91588	20797							
0	15	12	107	77	274101	96172	19753	333253	120231	21161							
0	15	14	107	77	274210	96455	19880	159490	59415	22821							
0	15	16	107	76	272656	96304	20086	4469858000	1691061875	23635							
0	15	18	107	76	271754	96522	20367	5049957	1945171	24595							
0	15	20	107	76	269387	96684	20896	5870	2300	25524							
0	15	22	107	77	266841	96658	21367	3507169	1402355	26636							
0	15	24	108	77	266486	96650	21431	23985619	9726373	27418							
0	15	26	107	77	266107	96934	21655	18469084	7585364	28134							
0	15	28	107	76	264181	96705	21908	389642906	161348922	28600							
0	15	30	108	77	265675	97161	21859	7236	3009	28828							
0	15	32	107	77	266910	97290	21688	1675723625	690764875	28343							
0	15	34	108	76	265433	97035	21839	227609	93713	28275							
0	15	36	107	76	264512	96833	21911	361530	146498	27378							
0	15	38	107	76	264295	96690	21877	233271	93688	26881							
0	15	40	108	76	265865	96995	21734	233629	93335	26586							
0	15	42	107	76	265526	96803	21698	236978	93592	25954							
0	15	44	107	76	265593	96626	21591	139193359	55869281	26847							
0	15	46	107	76	265212	96485	21589	58333	23725	27585							
0	15	48	107	76	267134	96997	21490	232759	93589	26945							
0	15	50	107	77	267470	96755	21297	234170	93429	26514							
0	15	52	107	77	267327	96783	21340	301291	121257	26996							
0	15	54	107	77	268426	96843	21162	296821	121351	27877							
0	15	56	107	77	266782	96791	21449	227196	93554	28282							
0	15	58	107	76	267171	96819	21389	232497	93487	26947							
0	16	0	107	77	306083	99214	15914	291992	94686	15934							
0	16	2	107	76	305631	98460	15626	291437	93931	15648							
0	16	4	107	76	302930	97564	15614	288160	92844	15633							
0	16	6	107	76	303149	97617	15605	287665	92689	15634							
0	16	8	107	76	302585	97448	15611	288002	92794	15633							
0	16	10	107	76	302422	97394	15611	287277	92560	15633							
0	16	12	107	76	302750	97503	15612	286091	92176	15632							
0	16	14	107	76	302293	97332	15601	286565	92336	15636							
0	16	16	107	76	302941	97559	15610	286971	92461	15633							
0	16	18	107	76	301966	97190	15583	286175	92223	15642							
0	16	20	108	76	301470	97046	15591	285089	91871	15641							
0	16	22	107	76	300769	96753	15558	284495	91665	15633							
0	16	24	107	76	301111	96833	15544	283841	91398	15605							
0	16	26	107	76	299803	96243	15462	283240	91174	15589							
0	16	28	108	76	298399	95767	15450	281351	90420	15514							
0	16	30	107	76	299182	96026	15453	282438	90862	15561							
0	16	32	107	76	300158	96547	15554	283184	91227	15625							
0	16	34	107	76	301697	97147	15604	284009	91513	15636							
0	16	36	107	76	302158	97290	15602	284695	91740	15639							
0	16	38	107	76	302091	97275	15605	285647	92037	15634							
0	16	40	107	76	301588	97097	15597	284876	91797	15638							
0	16	42	108	76	301260	96986	15595	284603	91717	15642							
0	16	44	107	76	301643	97096	15588	284700	91745	15641							
0	16	46	107	76	300114	96334	15458	281804	90690	15578							
0	16	48	107	76	296919	95186	15398	280530	89974	15419							
0	16	50	107	76	297237	95292	15400	281246	90211	15423							
0	16	52	107	76	299398	96110	15460	280741	90297	15551							
0	16	54	107	76	299863	96326	15493	282712	91006	15590							
0	16	56	107	76	301142	96872	15558	284522	91671	15632							
0	16	58	108	76	300260	96432	15483	283109	91141	15594							
0	17	0	107	76	302089	97259	15597	285575	92027	15640							
0	17	2	101	76	304563	98108	15623	288236	92871	15634							
0	17	4	100	76	305064	98302	15638	287112	92527	15643							
0	17	6	100	76	305097	98325	15644	287749	92749	15651							
0	17	8	100	76	303444	97794	15645	287326	92608	15649							
0	17	10	99	76	303762	97873	15633	287314	92588	15641							
0	17	12	99	76	304101	97967	15626	287714	92707	15636							
0	17	14	99	76	303488	97754	15619	288552	92970	15632							
0	17	16	99	76	303247	97681	15621	287409	92604	15633							
0	17	18	99	76	303525	97791	15631	287161	92531	15637							
0	17	20	98	76	301252	97061	15632	286497	92319	15638							
0	17	22	98	76	300914	96946	15629	285338	91944	15637							
0	17	24	98	76	302948	97590	15623	285610	92026	15634							
0	17	26	98	76	302063	97295	15619	286766	92395	15633							
0	17	28	98	76	300442	96485	15480	283292	91215	15601							
0	17	30	98	76	298021	95614	15434	281582	90448	15490							
0	17	32	97	75	298389	95647	15393	281406	90337	15462							
0	17	34	97	76	298059	95643	15442	281334	90503	15559							
0	17	36	97	76	300875	96831	15579	283944	91500	15640							
0	17	38	97	75	300683	96792	15590	284098	91554	15642							
0	17	40	98	76	300853	96848	15591	284099	91544	15637							
0	17	42	98	76	300581	96764	15593	284428	91642	15633							
0	17	44	100	75	299695	96482	15595	284346	91615	15632							
0	17	46	101	75	299492	96421	15597	283516	91348	15632							
0	17	48	102	75	300314	96689	15598	283477	91336	15633							
0	17	50	102	76	301062	96933	15600	283658	91395	15633							
0	17	52	102	76	301057	96934	15601	283357	91298	15633							
0	17	54	103	75	301868	97199	15603	283582	91372	15634							
0	17	56	103	76	301939	97225	15604	283740	91422	15634							
0	17	58	103	76	301857	97201	15605	282968	91174	15634							
0	18	0	103	75	302057	97268	15607	283568	91368	15634							
0	18	2	103	76	302328	97357	15608	283888	91473	15635							
0	18	4	103	76	301599	97125	15609	283285	91280	15636							
0	18	6	103	76	302693	97478	15609	283978	91503	15636							
0	18	8	103	76	303050	97595	15610	284096	91543	15637							
0	18	10	103	76	303499	97741	15611	283896	91478	15637							
0	18	12	103	76	304398	98032	15611	284917	91808	15637							
0	18	14	103	76	304089	97934	15612	284453	91659	15637							
0	18	16	103	76	304220	97977	15613	284155	91564	15638							
0	18	18	103	76	304871	98187	15613	285206	91902	15637							
0	18	20	103	76	304258	97989	15613	284430	91652	15638							
0	18	22	103	76	304542	98079	15612	284848	91785	15637							
0	18	24	103	76	303919	97873	15609	284395	91637	15635							
0	18	26	103	76	304271	97982	15607	284710	91737	15635							
0	18	28	103	75	304101	97922	15605	284358	91620	15633							
0	18	30	104	75	304958	98195	15603	285387	91950	15632							
0	18	32	104	76	305354	98322	15603	283889	91468	15632							
0	18	34	104	76	304970	98200	15604	285097	91856	15632							
0	18	36	104	76	304893	98176	15604	284612	91701	15632							
0	18	38	104	76	305420	98347	15605	284983	91820	15632							
0	18	40	104	76	306204	98595	15603	284526	91674	15633							
0	18	42	103	76	306554	98702	15600	284424	91648	15636							
0	18	44	103	76	305446	98338	15597	284707	91748	15641							
0	18	46	103	76	306057	98526	15592	284258	91603	15641							
0	18	48	104	76	305486	98337	15590	285035	91854	15641							
0	18	50	104	76	304429	97991	15587	284914	91811	15639							
0	18	52	104	76	305124	98211	15586	284462	91663	15638							
0	18	54	104	75	304232	97916	15582	284060	91529	15635							
0	18	56	104	76	304361	97948	15577	284606	91691	15628							
0	18	58	104	76	304106	97852	15571	284746	91715	15618							
0	19	0	104	76	304988	98125	15566	284075	91474	15605							
0	19	2	104	76	304200	97860	15560	284546	91613	15598							
0	19	4	104	76	304344	97900	15557	284359	91543	15593							
0	19	6	104	76	304259	97864	15553	284330	91526	15590							
0	19	8	104	76	305267	98185	15551	284875	91699	15588							
0	19	10	104	76	305397	98224	15550	284289	91510	15588							
0	19	12	104	76	306118	98454	15549	284394	91545	15589							
0	19	14	104	76	306608	98614	15550	284110	91458	15591							
0	19	16	104	76	307661	98958	15553	284160	91481	15595							
0	19	18	104	76	309642	99602	15556	283864	91393	15598							
0	19	20	104	76	311491	100205	15560	284373	91563	15601							
0	19	22	104	75	312169	100425	15561	283994	91450	15606							
0	19	24	104	76	313415	100824	15560	284655	91665	15607							
0	19	26	104	76	313021	100688	15555	283943	91427	15603							
0	19	28	104	75	312265	100420	15544	283828	91370	15592							
0	19	30	104	76	311557	100167	15532	285401	91858	15583							
0	19	32	104	75	310718	99865	15517	284392	91545	15589							
0	19	34	104	76	308909	99259	15505	283988	91347	15555							
0	19	36	104	75	308056	98956	15492	283790	91228	15526							
0	19	38	104	75	306796	98523	15478	283975	91243	15503							
0	19	40	104	75	307325	98668	15467	283553	91078	15488							
0	19	42	104	76	306930	98509	15452	283846	91136	15470							
0	19	44	104	76	307544	98687	15443	284044	91161	15450							
0	19	46	104	76	307696	98740	15445	283959	91060	15412							
0	19	48	104	76	306547	98383	15450	284078	91000	15362							
0	19	50	104	76	306355	98265	15424	283283	90624	15300							
0	19	52	104	75	305384	97908	15402	283646	90663	15261							
0	19	54	104	76	305379	97893	15395	283934	90666	15215							
0	19	56	104	76	305398	97913	15402	283860	90569	15178							
