T,11/9/16,6:00:11,4.59,13.66,0,9,A,432,325.2368,97.29636,12.30777,28.45572,B,433,326.1531,97.74328,12.38595,30.04747,C,434,324.0053,96.66925,12.18987,28.76994
T,11/9/16,6:01:00,4.6,13.78,0,10,A,432,325.2396,97.29583,12.30716,28.45589,B,433,326.0627,97.71707,12.38635,30.05049,C,434,323.7443,96.61715,12.20166,28.77378
T,11/9/16,6:02:00,4.59,14.57,0,13,A,432,324.8816,97.22549,12.32385,28.46085,B,433,326.028,97.69944,12.38309,30.05317,C,434,323.8746,96.6619,12.20431,28.76818
T,11/9/16,6:03:00,4.59,14.57,0,16,A,432,324.6512,97.14429,12.31827,28.47104,B,433,326.0548,97.69124,12.37572,30.05548,C,434,323.5037,96.55024,12.2039,28.78105
T,11/9/16,6:04:00,4.59,14.57,0,20,A,432,324.6767,97.14018,12.31295,28.47245,B,433,326.2564,97.69318,12.34932,30.06006,C,434,323.8001,96.58792,12.18072,28.78091
T,11/9/16,6:05:00,4.59,14.57,0,25,A,432,324.5914,97.10513,12.3086,28.4772,B,433,326.3506,97.73286,12.35448,30.05444,C,434,324.1286,96.6528,12.16563,28.77619
T,11/9/16,6:06:00,4.59,14.57,0,33,A,432,324.9531,97.17373,12.29062,28.47264,B,433,326.3684,97.7378,12.3543,30.05389,C,434,323.7068,96.58404,12.19166,28.77938
T,11/9/16,6:07:00,4.59,14.57,0,38,A,432,324.5327,97.05324,12.29301,28.48586,B,433,326.727,97.79886,12.33337,30.05051,C,434,323.3453,96.4808,12.19376,28.79086
T,11/9/16,6:08:00,4.59,14.57,0,46,A,432,324.3626,97.04622,12.31296,28.48309,B,433,326.6498,97.75587,12.32441,30.05721,C,434,323.3352,96.4973,12.20268,28.78735
T,11/9/16,6:09:00,4.59,14.57,0,56,A,432,324.0916,96.98949,12.32403,28.48754,B,433,327.3153,97.91566,12.30664,30.04161,C,434,323.5231,96.5489,12.20061,28.78181
T,11/9/16,6:10:00,4.59,14.57,0,69,A,432,324.1724,97.02895,12.331,28.48182,B,433,327.6078,97.95999,12.28722,30.03992,C,434,323.4819,96.51649,12.19143,28.78718
