R/V Knorr Calliope CSV data file  (Time stamps are GMT)
Date, Time_GMT, AT, WXTP_Ta, WXTS_Ta, BPR, WXTP_Pa, WXTS_Pa, Dec_Lat, Dec_Lon, Depth12, Depth35, FLR, SPD, COG, SOG, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Ri, WXTS_Dm, WXTS_Sm, WXTP_Dm, WXTP_Sm, HRH, WXTP_Ua, WXTS_Ua, SBE45C, SBE45S, SBE45T, Salinity, SSCND, SSTMP, SBE48T, HDT, SSV, SPAR, WXTP_TD, WXTS_TD, Wnd_TD, Wnd_TS, WXTP_TS, WXTS_TS, HdChkSum=61
2012/06/14, 00:00:22, 19.60, 19.6, 19.6, 1024.30, 1024.3, 1024.3, 37.737586, -25.662793, , , 68.90, 0.35, 293.3, 0.1, 0.00, 41.70, 41.62, 0.0, 29, 5.9, 34, 6.0, 89.400, 89.5, 89.1, 50.5306, 35.7691, 21.6110, 35.7734, 50.5306, 18.4070, 18.4070, 238.9, 1517.8340, -0.0023, 273.5, 268.1, 275.0, 6.0125, 5.9, 5.8, 61
2012/06/14, 00:01:22, 19.60, 19.6, 19.6, 1024.30, 1024.3, 1024.3, 37.737587, -25.662795, , , 71.40, -0.26, 336.0, 0.1, 0.00, 41.70, 41.62, 0.0, 31, 6.3, 31, 6.5, 89.500, 89.5, 89.1, 50.5283, 35.7739, 21.6031, 35.7782, 50.5283, 18.4065, 18.4065, 239.1, 1517.8380, -0.0022, 270.6, 270.3, 274.0, 5.3178, 6.5, 6.3, 61
2012/06/14, 00:02:22, 19.60, 19.6, 19.6, 1024.30, 1024.3, 1024.3, 37.737584, -25.662792, , , 69.20, 0.09, 194.6, 0.1, 0.00, 41.70, 41.62, 0.0, 27, 5.8, 30, 5.7, 89.500, 89.6, 89.1, 50.5254, 35.7753, 21.5985, 35.7797, 50.5254, 18.4068, 18.4068, 238.7, 1517.8405, -0.0023, 269.9, 266.6, 274.3, 5.8262, 5.7, 5.8, 61
2012/06/14, 00:03:22, 19.60, 19.6, 19.6, 1024.30, 1024.3, 1024.3, 37.737587, -25.662793, , , 69.20, -0.08, 90.0, 0.0, 0.00, 41.70, 41.62, 0.0, 31, 6.3, 37, 6.4, 89.600, 89.6, 89.2, 50.5219, 35.7699, 21.6018, 35.7741, 50.5219, 18.4065, 18.4065, 239.0, 1517.8333, -0.0023, 276.7, 270.4, 275.2, 5.7368, 6.4, 6.3, 61
2012/06/14, 00:04:22, 19.60, 19.6, 19.6, 1024.30, 1024.3, 1024.3, 37.737584, -25.662793, , , 68.00, -0.20, 270.0, 0.1, 0.00, 41.70, 41.62, 0.0, 23, 5.9, 24, 5.8, 89.600, 89.7, 89.2, 50.5184, 35.7741, 21.5934, 35.7783, 50.5184, 18.4071, 18.4071, 238.8, 1517.8398, -0.0023, 263.5, 262.2, 274.4, 5.7798, 5.8, 5.9, 61
2012/06/14, 00:05:22, 19.60, 19.6, 19.6, 1024.30, 1024.3, 1024.3, 37.737587, -25.662794, , , 68.30, 0.05, 138.8, 0.1, 0.00, 41.70, 41.62, 0.0, 32, 6.6, 37, 7.3, 89.700, 89.7, 89.2, 50.5157, 35.7693, 21.5966, 35.7735, 50.5157, 18.4060, 18.4060, 238.5, 1517.8312, -0.0023, 276.4, 271.1, 271.5, 5.4208, 7.3, 6.6, 61
2012/06/14, 00:06:22, 19.60, 19.6, 19.6, 1024.30, 1024.3, 1024.3, 37.737588, -25.662793, , , 69.90, 0.00, 131.8, 0.1, 0.00, 41.70, 41.62, 0.0, 30, 6.0, 38, 6.5, 89.700, 89.7, 89.3, 50.5123, 35.7728, 21.5890, 35.7772, 50.5123, 18.4050, 18.4050, 238.1, 1517.8325, -0.0023, 277.1, 268.8, 274.9, 6.2430, 6.5, 6.0, 61
2012/06/14, 00:07:22, 19.60, 19.6, 19.6, 1024.30, 1024.3, 1024.3, 37.737587, -25.662796, , , 69.90, 0.03, 327.9, 0.1, 0.00, 41.70, 41.62, 0.0, 29, 5.4, 34, 6.0, 89.700, 89.7, 89.3, 50.5108, 35.7849, 21.5731, 35.7892, 50.5108, 18.4038, 18.4038, 238.4, 1517.8427, -0.0023, 272.8, 267.3, 274.7, 5.9790, 6.0, 5.4, 61
2012/06/14, 00:08:22, 19.60, 19.6, 19.6, 1024.30, 1024.3, 1024.3, 37.737588, -25.662796, , , 71.60, 0.13, 350.2, 0.1, 0.00, 41.70, 41.62, 0.0, 26, 5.5, 30, 5.8, 89.700, 89.8, 89.3, 50.5061, 35.7837, 21.5699, 35.7881, 50.5061, 18.4028, 18.4028, 238.4, 1517.8385, -0.0022, 268.9, 264.5, 272.9, 5.5467, 5.8, 5.5, 61
2012/06/14, 00:09:22, 19.60, 19.6, 19.6, 1024.30, 1024.2, 1024.2, 37.737584, -25.662792, , , 71.10, 0.02, 54.7, 0.1, 0.00, 41.70, 41.62, 0.0, 32, 7.0, 36, 7.4, 89.800, 89.8, 89.4, 50.5014, 35.7825, 21.5670, 35.7868, 50.5014, 18.4019, 18.4019, 238.7, 1517.8345, -0.0023, 275.3, 271.0, 274.3, 5.8827, 7.4, 7.0, 61
