R/V Knorr Calliope CSV data file  (Time stamps are GMT)
Date, Time_GMT, AT, WXTP_Ta, WXTS_Ta, BPR, WXTP_Pa, WXTS_Pa, Dec_Lat, Dec_Lon, Depth12, Depth35, FLR, SPD, COG, SOG, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Ri, WXTS_Dm, WXTS_Sm, WXTP_Dm, WXTP_Sm, HRH, WXTP_Ua, WXTS_Ua, SBE45C, SBE45S, SBE45T, Salinity, SSCND, SSTMP, SBE48T, HDT, SSV, SPAR, WXTP_TD, WXTS_TD, Wnd_TD, Wnd_TS, WXTP_TS, WXTS_TS, HdChkSum=61
2012/06/16, 00:00:22, 18.20, 18.2, 18.2, 1020.10, 1020.2, 1020.1, 38.922024, -26.069132, 2568.00, 0.00, 59.60, 11.54, 356.9, 10.6, 0.00, 41.72, 41.62, 0.0, 14, 7.7, 17, 7.7, 93.200, 93.2, 92.6, 45.9782, 33.7806, 19.5445, 33.7844, 45.9782, 19.3072, 19.3072, 349.4, 1518.1599, -0.0021, 29.4, 19.6, 48.5, 1.8254, 2.5, 2.4, 61
2012/06/16, 00:01:22, 18.20, 18.2, 18.2, 1020.10, 1020.2, 1019.9, 38.925142, -26.070020, 2560.00, 0.00, 59.60, 11.05, 348.6, 11.1, 0.00, 41.72, 41.62, 0.0, 13, 7.7, 16, 6.6, 93.200, 93.2, 92.7, 45.9897, 33.7976, 19.5352, 33.8014, 45.9897, 19.3078, 19.3078, 347.9, 1518.1807, -0.0021, 59.8, 32.0, 58.0, 2.2625, 1.9, 2.5, 61
2012/06/16, 00:02:21, 18.10, 18.1, 18.1, 1019.90, 1020.2, 1020.2, 38.928181, -26.070882, 2556.00, 0.00, 59.80, 11.41, 346.1, 11.7, 0.00, 41.72, 41.62, 0.0, 15, 7.3, 17, 7.5, 93.300, 93.3, 92.7, 45.9836, 33.8041, 19.5209, 33.8080, 45.9836, 19.3115, 19.3115, 347.6, 1518.1986, -0.0021, 53.1, 51.9, 64.4, 2.3249, 2.7, 2.3, 61
2012/06/16, 00:03:22, 18.10, 18.1, 18.1, 1020.20, 1020.2, 1020.1, 38.931317, -26.071780, 2544.00, 0.00, 60.00, 11.65, 346.5, 11.1, 0.00, 41.72, 41.62, 0.0, 15, 7.6, 15, 6.5, 93.400, 93.4, 92.8, 45.9959, 33.8354, 19.4949, 33.8391, 45.9959, 19.3101, 19.3101, 347.3, 1518.2296, -0.0021, 60.2, 39.4, 55.3, 2.4268, 1.9, 2.7, 61
2012/06/16, 00:04:22, 18.10, 18.1, 18.1, 1020.10, 1020.2, 1020.1, 38.934402, -26.072694, 2525.00, 0.00, 60.00, 11.42, 344.8, 11.0, 0.00, 41.72, 41.62, 0.0, 15, 7.6, 19, 7.7, 93.400, 93.4, 92.8, 45.9340, 33.7930, 19.4842, 33.7968, 45.9340, 19.3063, 19.3063, 348.4, 1518.1713, -0.0021, 50.0, 43.2, 57.4, 3.0182, 3.4, 2.9, 61
2012/06/16, 00:05:22, 18.10, 18.1, 18.1, 1020.10, 1020.1, 1020.1, 38.937357, -26.073566, 2517.00, 0.00, 60.50, 10.78, 347.3, 10.5, 0.00, 41.72, 41.62, 0.0, 16, 7.0, 20, 7.1, 93.500, 93.5, 92.9, 45.8157, 33.6630, 19.5246, 33.6667, 45.8157, 19.3035, 19.3035, 347.3, 1518.0172, -0.0021, 51.4, 44.0, 44.8, 2.4020, 2.8, 2.4, 61
2012/06/16, 00:06:22, 18.00, 18.1, 18.0, 1020.10, 1020.3, 1020.3, 38.940361, -26.074493, 2521.00, 0.00, 60.20, 11.19, 344.5, 11.9, 0.00, 41.72, 41.62, 0.0, 15, 7.2, 20, 7.5, 93.600, 93.6, 92.9, 45.8702, 33.6877, 19.5495, 33.6915, 45.8702, 19.3039, 19.3039, 347.8, 1518.0462, -0.0021, 61.0, 57.6, 77.0, 2.8365, 3.1, 2.4, 61
2012/06/16, 00:07:21, 18.00, 18.0, 18.0, 1020.30, 1020.3, 1020.2, 38.943484, -26.075405, 2532.00, 0.00, 60.40, 11.80, 345.8, 11.5, 0.00, 41.72, 41.62, 0.0, 18, 7.2, 22, 7.3, 93.600, 93.6, 93.0, 45.9881, 33.7966, 19.5349, 33.8003, 45.9881, 19.2986, 19.2986, 348.7, 1518.1534, -0.0021, 63.8, 58.8, 69.9, 2.6898, 3.2, 2.7, 61
2012/06/16, 00:08:21, 18.00, 18.0, 18.0, 1020.20, 1020.3, 1020.3, 38.946699, -26.076360, 2532.00, 0.00, 60.40, 12.07, 344.8, 12.1, 0.00, 41.72, 41.62, 0.0, 17, 6.9, 20, 7.3, 93.600, 93.6, 93.0, 45.9747, 33.8034, 19.5128, 33.8072, 45.9747, 19.2823, 19.2823, 348.1, 1518.1150, -0.0021, 66.7, 69.8, 79.1, 2.9947, 3.0, 2.5, 61
2012/06/16, 00:09:21, 18.00, 18.0, 18.0, 1020.30, 1020.3, 1020.3, 38.949790, -26.077299, 2533.00, 0.00, 60.50, 11.82, 347.2, 11.3, 0.00, 41.72, 41.62, 0.0, 17, 7.1, 22, 7.1, 93.700, 93.7, 93.1, 45.7616, 33.6239, 19.5179, 33.6276, 45.7616, 19.2570, 19.2570, 349.4, 1517.8415, -0.0021, 65.3, 56.9, 70.5, 2.6796, 3.1, 2.5, 61
