R/V Knorr Calliope CSV data file  (Time stamps are GMT)
Date, Time_GMT, AT, WXTP_Ta, WXTS_Ta, BPR, WXTP_Pa, WXTS_Pa, Dec_Lat, Dec_Lon, Depth12, Depth35, FLR, SPD, COG, SOG, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Ri, WXTS_Dm, WXTS_Sm, WXTP_Dm, WXTP_Sm, HRH, WXTP_Ua, WXTS_Ua, SBE45C, SBE45S, SBE45T, Salinity, SSCND, SSTMP, SBE48T, HDT, SSV, SPAR, WXTP_TD, WXTS_TD, Wnd_TD, Wnd_TS, WXTP_TS, WXTS_TS, HdChkSum=61
2012/06/22, 00:00:22, 13.30, 13.3, 13.3, 1014.30, 1014.2, 1014.3, 50.156058, -29.391886, 2067.00, 0.00, 348.40, 10.41, 347.1, 10.9, 0.00, 52.97, 52.78, 0.0, 301, 9.9, 306, 10.8, 80.500, 80.5, 80.3, 41.4559, 34.5915, 13.9550, 34.5946, 41.4559, 13.6917, 13.6917, 346.0, 1501.9841, -0.0020, 261.5, 252.9, 247.2, 8.2431, 8.8, 8.6, 61
2012/06/22, 00:01:22, 13.30, 13.3, 13.3, 1014.20, 1014.2, 1014.2, 50.158983, -29.392801, 2014.00, 0.00, 347.00, 10.46, 349.9, 10.6, 0.00, 52.97, 52.78, 0.0, 302, 9.5, 308, 10.8, 80.500, 80.5, 80.7, 41.4563, 34.5916, 13.9554, 34.5946, 41.4563, 13.6904, 13.6904, 345.9, 1501.9798, -0.0021, 264.5, 253.6, 248.9, 8.4624, 8.9, 8.4, 61
2012/06/22, 00:02:22, 13.30, 13.3, 13.3, 1014.40, 1014.1, 1014.4, 50.161917, -29.393669, 1978.00, 0.00, 354.50, 10.52, 349.9, 10.6, 0.00, 52.97, 52.78, 0.0, 297, 9.9, 301, 10.6, 80.700, 80.7, 80.9, 41.4537, 34.5930, 13.9511, 34.5960, 41.4537, 13.6886, 13.6886, 347.0, 1501.9756, -0.0020, 257.9, 251.5, 251.2, 8.5518, 9.3, 9.1, 61
2012/06/22, 00:03:22, 13.30, 13.3, 13.3, 1014.40, 1014.0, 1014.4, 50.164805, -29.394519, 1982.00, 0.00, 359.20, 10.61, 351.3, 10.9, 0.00, 52.97, 52.78, 0.0, 299, 10.4, 307, 11.6, 80.700, 80.7, 80.8, 41.4439, 34.5883, 13.9462, 34.5913, 41.4439, 13.6856, 13.6856, 345.7, 1501.9602, -0.0021, 264.7, 252.9, 249.1, 9.0356, 9.8, 9.6, 61
2012/06/22, 00:04:22, 13.30, 13.3, 13.3, 1014.30, 1014.1, 1014.3, 50.167790, -29.395321, 1878.00, 0.00, 364.60, 10.74, 349.4, 10.5, 0.00, 52.97, 52.78, 0.0, 297, 9.2, 304, 11.5, 80.700, 80.7, 81.0, 41.4324, 34.5835, 13.9396, 34.5865, 41.4324, 13.6816, 13.6816, 348.2, 1501.9415, -0.0021, 265.2, 250.3, 253.3, 8.5925, 9.6, 8.4, 61
2012/06/22, 00:05:22, 13.30, 13.3, 13.3, 1014.30, 1014.0, 1014.3, 50.170667, -29.396129, 1813.00, 0.00, 367.20, 10.74, 349.9, 10.7, 0.00, 52.97, 52.78, 0.0, 298, 10.7, 305, 12.6, 80.900, 80.9, 81.2, 41.4236, 34.5811, 13.9332, 34.5841, 41.4236, 13.6774, 13.6774, 346.2, 1501.9249, -0.0020, 266.3, 253.9, 247.2, 8.8658, 10.7, 9.8, 61
2012/06/22, 00:06:22, 13.30, 13.3, 13.3, 1014.00, 1014.2, 1014.0, 50.173546, -29.396894, 1778.00, 0.00, 367.60, 10.59, 347.9, 10.5, 0.00, 52.97, 52.78, 0.0, 297, 9.8, 303, 12.1, 81.000, 81.0, 80.9, 41.4159, 34.5783, 13.9283, 34.5813, 41.4159, 13.6733, 13.6733, 346.4, 1501.9082, -0.0020, 263.7, 250.5, 250.2, 8.9762, 10.3, 8.9, 61
2012/06/22, 00:07:22, 13.30, 13.3, 13.3, 1014.20, 1014.1, 1014.2, 50.176409, -29.397737, 1743.00, 0.00, 379.30, 10.61, 348.6, 10.8, 0.00, 52.97, 52.78, 0.0, 299, 9.8, 305, 11.8, 81.200, 81.2, 81.0, 41.4085, 34.5791, 13.9198, 34.5821, 41.4085, 13.6689, 13.6689, 346.1, 1501.8948, -0.0020, 263.8, 251.2, 248.7, 8.6618, 9.9, 8.8, 61
2012/06/22, 00:08:22, 13.30, 13.3, 13.3, 1014.20, 1014.1, 1014.2, 50.179328, -29.398540, 1597.00, 0.00, 381.40, 10.81, 349.3, 10.6, 0.00, 52.97, 52.78, 0.0, 304, 10.3, 308, 10.4, 81.100, 81.1, 81.1, 41.3968, 34.5733, 13.9141, 34.5763, 41.3968, 13.6647, 13.6647, 346.1, 1501.8742, -0.0021, 263.2, 258.5, 250.0, 8.7271, 8.5, 8.8, 61
2012/06/22, 00:09:22, 13.30, 13.3, 13.3, 1014.20, 1014.0, 1014.2, 50.182126, -29.399315, 1577.00, 0.00, 386.00, 10.48, 355.2, 9.8, 0.00, 52.97, 52.78, 0.0, 304, 10.2, 304, 10.0, 81.400, 81.4, 81.3, 41.3889, 34.5715, 13.9078, 34.5746, 41.3889, 13.6605, 13.6605, 347.4, 1501.8585, -0.0020, 262.1, 262.4, 255.2, 8.6353, 8.9, 9.1, 61
2012/06/22, 00:10:22, 13.30, 13.3, 13.3, 1014.30, 1014.0, 1014.3, 50.184979, -29.400116, 1556.00, 0.00, 387.00, 10.72, 349.7, 10.9, 0.00, 52.97, 52.78, 0.0, 306, 9.5, 305, 9.2, 81.400, 81.4, 81.1, 41.3826, 34.5721, 13.9006, 34.5752, 41.3826, 13.6570, 13.6570, 345.5, 1501.8477, -0.0020, 253.8, 255.7, 252.7, 8.2626, 7.9, 8.1, 61
2012/06/22, 00:11:22, 13.30, 13.3, 13.3, 1014.10, 1014.0, 1014.1, 50.187855, -29.400832, 1626.00, 0.00, 394.80, 10.68, 349.8, 10.7, 0.00, 52.97, 52.78, 0.0, 308, 8.6, 309, 8.1, 81.200, 81.2, 81.6, 41.3734, 34.5674, 13.8963, 34.5705, 41.3734, 13.6529, 13.6529, 347.7, 1501.8287, -0.0020, 254.9, 256.4, 253.3, 7.8804, 6.4, 6.9, 61
2012/06/22, 00:12:22, 13.30, 13.3, 13.3, 1014.10, 1014.0, 1014.1, 50.190699, -29.401604, 1616.00, 0.00, 398.50, 10.52, 352.3, 10.0, 0.00, 52.97, 52.78, 0.0, 311, 8.4, 311, 8.3, 82.100, 82.1, 82.2, 41.3665, 34.5629, 13.8942, 34.5659, 41.3665, 13.6504, 13.6504, 346.2, 1501.8151, -0.0021, 259.7, 259.9, 255.9, 6.5779, 6.8, 6.9, 61
2012/06/22, 00:13:22, 13.30, 13.3, 13.3, 1014.00, 1014.0, 1014.0, 50.193607, -29.402416, 1654.00, 0.00, 397.60, 10.52, 349.1, 9.9, 0.00, 52.97, 52.78, 0.0, 313, 8.0, 312, 8.1, 82.300, 82.3, 82.2, 41.3617, 34.5613, 13.8910, 34.5643, 41.3617, 13.6469, 13.6469, 346.6, 1501.8018, -0.0020, 260.5, 260.5, 254.4, 6.1487, 6.2, 6.0, 61
2012/06/22, 00:14:22, 13.30, 13.3, 13.3, 1014.10, 1013.8, 1014.1, 50.196436, -29.403200, 1791.00, 0.00, 398.50, 10.59, 351.4, 10.8, 0.00, 52.97, 52.78, 0.0, 317, 9.4, 317, 8.8, 82.200, 82.2, 82.0, 41.3577, 34.5616, 13.8865, 34.5646, 41.3577, 13.6438, 13.6438, 346.4, 1501.7920, -0.0020, 265.1, 267.8, 272.1, 4.0613, 6.5, 7.0, 61
2012/06/22, 00:15:22, 13.20, 13.3, 13.2, 1013.90, 1013.9, 1013.9, 50.199301, -29.403976, 1792.00, 0.00, 401.60, 10.40, 353.2, 10.1, 0.00, 52.97, 52.78, 0.0, 319, 9.5, 320, 10.0, 82.000, 82.0, 81.6, 41.3518, 34.5598, 13.8824, 34.5628, 41.3518, 13.6413, 13.6413, 345.8, 1501.7817, -0.0021, 276.0, 272.4, 292.7, 4.4710, 7.5, 7.2, 61
2012/06/22, 00:16:22, 13.20, 13.2, 13.2, 1014.00, 1013.9, 1014.0, 50.202167, -29.404820, 1935.00, 0.00, 414.40, 10.47, 348.9, 10.7, 0.00, 52.97, 52.78, 0.0, 316, 9.5, 318, 9.1, 81.700, 81.7, 81.5, 41.3443, 34.5546, 13.8805, 34.5575, 41.3443, 13.6388, 13.6388, 345.9, 1501.7673, -0.0020, 268.2, 267.5, 327.4, 3.2627, 6.4, 7.0, 61
2012/06/22, 00:17:22, 13.10, 13.2, 13.1, 1014.00, 1014.0, 1014.0, 50.205048, -29.405665, 2165.00, 0.00, 406.70, 10.42, 353.2, 9.9, 0.00, 52.97, 52.78, 0.0, 317, 9.1, 317, 9.1, 81.300, 81.3, 80.8, 41.3363, 34.5494, 13.8780, 34.5523, 41.3363, 13.6362, 13.6362, 346.0, 1501.7526, -0.0021, 270.0, 269.6, 319.8, 3.9370, 7.0, 7.0, 61
2012/06/22, 00:18:22, 13.10, 13.1, 13.1, 1014.00, 1013.8, 1014.0, 50.207937, -29.406489, 2157.00, 0.00, 410.70, 10.38, 348.9, 10.7, 0.00, 52.97, 52.79, 0.1, 319, 9.4, 319, 9.3, 80.800, 80.8, 80.7, 41.3326, 34.5493, 13.8741, 34.5524, 41.3326, 13.6336, 13.6336, 345.8, 1501.7442, -0.0020, 270.2, 270.3, 307.9, 3.3372, 6.5, 6.6, 61
2012/06/22, 00:19:22, 13.00, 13.1, 13.0, 1014.00, 1013.8, 1014.0, 50.210815, -29.407332, 2174.00, 0.00, 413.70, 10.25, 347.1, 9.9, 0.30, 52.97, 52.79, 0.2, 322, 9.4, 320, 9.1, 80.500, 80.5, 80.3, 41.3269, 34.5452, 13.8728, 34.5482, 41.3269, 13.6328, 13.6328, 346.0, 1501.7366, -0.0021, 274.2, 277.8, 328.7, 4.1179, 6.2, 6.3, 61
2012/06/22, 00:20:22, 13.00, 13.0, 13.0, 1014.00, 1013.8, 1014.0, 50.213697, -29.408194, 2332.00, 0.00, 421.10, 10.55, 348.3, 10.8, 0.00, 52.97, 52.79, 0.0, 322, 9.2, 322, 8.7, 80.400, 80.4, 80.5, 41.3244, 34.5448, 13.8707, 34.5478, 41.3244, 13.6317, 13.6317, 345.9, 1501.7326, -0.0021, 270.2, 272.7, 308.7, 4.1633, 5.7, 6.1, 61
2012/06/22, 00:21:22, 13.00, 13.0, 13.0, 1014.00, 1013.8, 1014.0, 50.216572, -29.409073, 2444.00, 0.00, 409.60, 10.58, 346.7, 10.6, 0.00, 52.97, 52.79, 0.0, 315, 10.0, 319, 9.6, 80.600, 80.6, 80.3, 41.3223, 34.5434, 13.8701, 34.5464, 41.3223, 13.6310, 13.6310, 347.4, 1501.7286, -0.0021, 274.4, 270.9, 316.9, 3.7518, 6.4, 7.2, 61
2012/06/22, 00:22:22, 13.00, 13.0, 13.0, 1014.10, 1013.8, 1014.0, 50.219434, -29.409903, 2468.00, 0.00, 409.90, 10.38, 347.1, 10.6, 0.00, 52.97, 52.79, 0.0, 315, 10.2, 316, 10.2, 80.400, 80.4, 80.0, 41.3224, 34.5431, 13.8704, 34.5462, 41.3224, 13.6304, 13.6304, 345.6, 1501.7264, -0.0021, 271.3, 269.7, 297.5, 4.7110, 7.4, 7.5, 61
