R/V Knorr Calliope CSV data file  (Time stamps are GMT)
Date, Time_GMT, AT, WXTP_Ta, WXTS_Ta, BPR, WXTP_Pa, WXTS_Pa, Dec_Lat, Dec_Lon, Depth12, Depth35, FLR, SPD, COG, SOG, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Ri, WXTS_Dm, WXTS_Sm, WXTP_Dm, WXTP_Sm, HRH, WXTP_Ua, WXTS_Ua, SBE45C, SBE45S, SBE45T, Salinity, SSCND, SSTMP, SBE48T, HDT, SSV, SPAR, WXTP_TD, WXTS_TD, Wnd_TD, Wnd_TS, WXTP_TS, WXTS_TS, HdChkSum=61
2012/06/19, 00:00:22, 16.00, 16.1, 16.0, 1020.40, 1020.2, 1020.4, 43.066367, -27.358571, 3046.00, 0.00, 91.80, -0.28, 149.8, 0.4, 0.00, 47.15, 46.95, 0.0, 203, 0.8, 209, 1.2, 68.200, 68.2, 68.8, 45.6604, 35.1804, 17.5539, 35.1841, 45.6604, 17.3773, 17.3773, 0.2, 1514.1530, -0.0021, 219.7, 218.2, 199.5, 0.6926, 1.1, 0.7, 61
2012/06/19, 00:01:22, 16.00, 16.1, 16.0, 1020.50, 1020.2, 1020.5, 43.066314, -27.358473, 3046.00, 0.00, 91.80, -0.25, 163.0, 0.9, 0.00, 47.15, 46.95, 0.0, 223, 0.7, 209, 1.4, 69.000, 69.0, 69.0, 45.6601, 35.1808, 17.5532, 35.1844, 45.6601, 17.3773, 17.3773, 359.8, 1514.1533, -0.0021, 227.8, 265.6, 236.3, 0.5028, 1.1, 0.6, 61
2012/06/19, 00:02:22, 16.10, 16.1, 16.1, 1020.50, 1020.2, 1020.5, 43.066259, -27.358386, 3050.00, 0.00, 92.10, -0.29, 104.9, 0.6, 0.00, 47.15, 46.95, 0.0, 190, 0.8, 207, 1.3, 68.200, 68.2, 68.3, 45.6647, 35.1814, 17.5571, 35.1850, 45.6647, 17.3735, 17.3735, 0.0, 1514.1427, -0.0021, 219.4, 210.7, 225.9, 0.5689, 1.4, 0.8, 61
2012/06/19, 00:03:22, 16.10, 16.1, 16.1, 1020.40, 1020.2, 1020.4, 43.066209, -27.358298, 3049.00, 0.00, 92.10, -0.25, 148.3, 0.4, 0.00, 47.15, 46.95, 0.0, 183, 0.6, 208, 1.1, 68.100, 68.1, 68.6, 45.6629, 35.1798, 17.5571, 35.1835, 45.6629, 17.3695, 17.3695, 359.9, 1514.1291, -0.0021, 219.6, 200.2, 220.4, 0.4096, 1.0, 0.4, 61
2012/06/19, 00:04:22, 16.10, 16.1, 16.1, 1020.40, 1020.2, 1020.4, 43.066168, -27.358208, 3048.00, 0.00, 91.50, -0.15, 55.2, 0.5, 0.00, 47.15, 46.95, 0.0, 200, 0.9, 202, 1.1, 68.100, 68.1, 68.4, 45.6654, 35.1805, 17.5588, 35.1841, 45.6654, 17.3672, 17.3672, 359.5, 1514.1230, -0.0020, 207.9, 207.0, 217.8, 0.7682, 1.3, 1.1, 61
2012/06/19, 00:05:22, 16.10, 16.1, 16.1, 1020.40, 1020.2, 1020.4, 43.066122, -27.358116, 3070.00, 0.00, 91.80, -0.22, 132.9, 1.1, 0.00, 47.15, 46.95, 0.0, 207, 0.4, 183, 0.4, 68.500, 68.5, 68.9, 45.6246, 35.1820, 17.5165, 35.1856, 45.6246, 17.3603, 17.3603, 359.8, 1514.1042, -0.0021, 269.6, 273.8, 265.6, 0.7164, 0.5, 0.6, 61
2012/06/19, 00:06:22, 16.10, 16.1, 16.1, 1020.30, 1020.2, 1020.3, 43.066072, -27.358017, 3048.00, 0.00, 92.10, -0.26, 145.5, 0.5, 0.00, 47.15, 46.95, 0.0, 184, 0.4, 178, 0.6, 68.400, 68.4, 68.7, 45.6241, 35.1776, 17.5210, 35.1813, 45.6241, 17.3528, 17.3528, 0.2, 1514.0771, -0.0021, 200.3, 225.9, 301.3, 0.2130, 0.4, 0.3, 61
2012/06/19, 00:07:22, 16.10, 16.1, 16.1, 1020.40, 1020.2, 1020.4, 43.066006, -27.357916, 3046.00, 0.00, 91.80, -0.37, 128.9, 0.7, 0.00, 47.15, 46.95, 0.0, 150, 0.7, 165, 0.7, 69.200, 69.2, 69.4, 45.6285, 35.1766, 17.5265, 35.1803, 45.6285, 17.3437, 17.3437, 359.3, 1514.0489, -0.0021, 194.8, 171.2, 296.0, 0.3620, 0.5, 0.4, 61
2012/06/19, 00:08:22, 16.10, 16.2, 16.1, 1020.40, 1020.1, 1020.4, 43.065943, -27.357829, 3048.00, 0.00, 91.80, -0.23, 96.6, 0.6, 0.00, 47.15, 46.95, 0.0, 193, 0.9, 184, 1.1, 68.700, 68.7, 68.7, 45.6314, 35.1802, 17.5253, 35.1839, 45.6314, 17.3328, 17.3328, 359.9, 1514.0207, -0.0021, 200.5, 211.5, 234.3, 0.4877, 1.1, 1.0, 61
2012/06/19, 00:09:22, 16.10, 16.2, 16.1, 1020.40, 1020.2, 1020.4, 43.065898, -27.357740, 3048.00, 0.00, 92.40, -0.15, 99.9, 0.3, 0.00, 47.15, 46.95, 0.0, 209, 0.7, 190, 0.9, 68.400, 68.4, 68.4, 45.6362, 35.1786, 17.5320, 35.1822, 45.6362, 17.3233, 17.3233, 359.9, 1513.9905, -0.0020, 199.1, 218.9, 237.4, 0.1800, 0.9, 0.8, 61
