R/V Knorr Calliope CSV data file  (Time stamps are GMT)
Date, Time_GMT, AT, WXTP_Ta, WXTS_Ta, BPR, WXTP_Pa, WXTS_Pa, Dec_Lat, Dec_Lon, Depth12, Depth35, FLR, SPD, COG, SOG, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Ri, WXTS_Dm, WXTS_Sm, WXTP_Dm, WXTP_Sm, HRH, WXTP_Ua, WXTS_Ua, SBE45C, SBE45S, SBE45T, Salinity, SSCND, SSTMP, SBE48T, HDT, SSV, SPAR, WXTP_TD, WXTS_TD, Wnd_TD, Wnd_TS, WXTP_TS, WXTS_TS, HdChkSum=61
2012/06/27, 00:00:22, 13.30, 13.3, 13.3, 1015.50, 1015.5, 1015.5, 53.343946, -30.748947, 3090.00, 0.00, 212.50, -0.17, 158.0, 0.8, 0.00, 61.30, 61.09, 0.0, 348, 8.3, 353, 8.1, 81.600, 81.6, 81.2, 39.3345, 33.0596, 13.4450, 33.0624, 39.3345, 13.1586, 13.1586, 29.9, 1498.4164, -0.0021, 21.7, 16.5, 23.1, 7.6275, 8.4, 8.6, 61
2012/06/27, 00:01:22, 13.30, 13.2, 13.3, 1015.60, 1015.5, 1015.6, 53.343892, -30.748866, 3091.00, 0.00, 211.90, -0.21, 124.9, 1.1, 0.00, 61.30, 61.09, 0.0, 355, 8.1, 358, 8.1, 81.300, 81.3, 81.2, 39.3297, 33.0547, 13.4455, 33.0574, 39.3297, 13.1590, 13.1590, 24.4, 1498.4118, -0.0021, 19.1, 15.9, 13.0, 7.9629, 8.2, 8.3, 61
2012/06/27, 00:02:22, 13.30, 13.2, 13.3, 1015.60, 1015.5, 1015.6, 53.343844, -30.748824, 3090.00, 0.00, 209.80, -0.28, 17.1, 0.4, 0.00, 61.30, 61.09, 0.0, 355, 8.3, 359, 8.2, 81.400, 81.4, 80.9, 39.3341, 33.0576, 13.4468, 33.0604, 39.3341, 13.1584, 13.1584, 24.5, 1498.4133, -0.0021, 24.4, 20.0, 21.9, 7.3435, 8.0, 8.1, 61
2012/06/27, 00:03:22, 13.30, 13.2, 13.3, 1015.60, 1015.5, 1015.6, 53.343806, -30.748768, 3090.00, 0.00, 212.20, -0.19, 173.4, 0.4, 0.00, 61.30, 61.09, 0.0, 356, 8.5, 0, 8.5, 81.100, 81.1, 80.7, 39.3417, 33.0664, 13.4449, 33.0692, 39.3417, 13.1582, 13.1582, 24.2, 1498.4231, -0.0020, 24.3, 20.0, 19.9, 7.5833, 8.7, 8.7, 61
2012/06/27, 00:04:22, 13.30, 13.2, 13.3, 1015.60, 1015.5, 1015.6, 53.343783, -30.748746, 3090.00, 0.00, 214.90, -0.04, 211.2, 0.9, 0.00, 61.30, 61.09, 0.0, 359, 8.2, 2, 8.2, 80.900, 80.9, 81.0, 39.3329, 33.0587, 13.4443, 33.0615, 39.3329, 13.1574, 13.1574, 23.6, 1498.4113, -0.0021, 26.6, 23.5, 25.3, 8.4378, 8.7, 8.7, 61
2012/06/27, 00:05:22, 13.30, 13.3, 13.3, 1015.70, 1015.5, 1015.7, 53.343747, -30.748748, 3090.00, 0.00, 210.00, -0.19, 153.4, 0.1, 0.00, 61.30, 61.09, 0.0, 358, 8.5, 2, 8.3, 80.900, 80.9, 80.9, 39.3122, 33.0405, 13.4428, 33.0434, 39.3122, 13.1571, 13.1571, 24.8, 1498.3889, -0.0021, 27.2, 22.9, 27.5, 7.5737, 8.3, 8.5, 61
2012/06/27, 00:06:22, 13.30, 13.3, 13.3, 1015.70, 1015.5, 1015.7, 53.343735, -30.748717, 3090.00, 0.00, 212.20, -0.01, 48.0, 0.3, 0.00, 61.30, 61.09, 0.0, 0, 7.2, 4, 7.2, 81.100, 81.1, 81.0, 39.3312, 33.0605, 13.4404, 33.0633, 39.3312, 13.1573, 13.1573, 24.4, 1498.4131, -0.0020, 28.7, 24.3, 26.3, 7.1282, 7.0, 7.0, 61
2012/06/27, 00:07:22, 13.30, 13.3, 13.3, 1015.60, 1015.5, 1015.6, 53.343754, -30.748679, 3090.00, 0.00, 211.30, -0.01, 191.3, 0.5, 0.00, 61.30, 61.09, 0.0, 354, 7.3, 359, 7.3, 81.700, 81.7, 81.5, 39.3257, 33.0548, 13.4410, 33.0576, 39.3257, 13.1570, 13.1570, 24.5, 1498.4054, -0.0021, 23.8, 18.6, 27.7, 7.1022, 7.6, 7.6, 61
2012/06/27, 00:08:22, 13.30, 13.3, 13.3, 1015.70, 1015.5, 1015.7, 53.343781, -30.748641, 3090.00, 0.00, 211.00, 0.07, 294.4, 0.3, 0.00, 61.30, 61.09, 0.0, 357, 8.1, 0, 8.0, 81.600, 81.6, 81.5, 39.3184, 33.0480, 13.4409, 33.0508, 39.3184, 13.1568, 13.1568, 24.5, 1498.3967, -0.0020, 26.4, 23.0, 26.0, 7.0627, 8.0, 8.1, 61
2012/06/27, 00:09:22, 13.30, 13.3, 13.3, 1015.60, 1015.5, 1015.6, 53.343818, -30.748610, 3090.00, 0.00, 210.70, 0.08, 87.9, 0.2, 0.00, 61.30, 61.09, 0.0, 358, 9.0, 3, 9.1, 81.900, 81.9, 81.9, 39.3239, 33.0549, 13.4390, 33.0576, 39.3239, 13.1566, 13.1566, 24.3, 1498.4040, -0.0020, 27.4, 22.1, 24.1, 7.5497, 9.0, 9.0, 61
