Date, Time_GMT, Unixtime, Lat, NS, Lon, EW, Gyro, AzRel, AzTrue, El, Cr, DacAgc, Thresh, PolAng, DacMHz, DacKHz, NID, Aux, DacStatus, RemLocal, EbNo, MdmAgc, MdmMGC
2012/06/13, 00:00:04, 1339545604.24, 37.7, N,  25.5, W, 238.6, 341.4, 220.1, 39.0, 89.9, 1627, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.2, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:01:03, 1339545663.99, 37.7, N,  25.5, W, 238.9, 341.3, 220.0, 38.9, 89.9, 1646, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.4, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:02:03, 1339545723.76, 37.7, N,  25.5, W, 238.8, 341.1, 220.0, 38.9, 89.9, 1638, 1051,  73,  66, 3865,    0, 1694, KH@@, HG,  6.1, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:03:03, 1339545783.44, 37.7, N,  25.5, W, 238.4, 341.8, 220.2, 38.9, 89.9, 1633, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.2, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:04:04, 1339545844.18, 37.7, N,  25.5, W, 238.4, 341.9, 220.2, 38.9, 89.9, 1627, 1051,  73,  66, 3865,    0, 1692, KH@@, HG,  6.6, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:05:04, 1339545904.04, 37.7, N,  25.5, W, 238.9, 340.9, 219.9, 38.9, 89.9, 1642, 1051,  73,  66, 3865,    0, 1695, KH@@, HG,  6.6, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:06:03, 1339545963.84, 37.7, N,  25.5, W, 238.4, 341.3, 220.1, 38.8, 89.9, 1634, 1051,  73,  66, 3865,    0, 1695, KH@@, HG,  6.6, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:07:03, 1339546023.58, 37.7, N,  25.5, W, 238.4, 341.5, 219.9, 38.9, 89.9, 1634, 1051,  73,  66, 3865,    0, 1695, KH@@, HG,  6.5, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:08:04, 1339546084.32, 37.7, N,  25.5, W, 238.4, 341.6, 220.2, 38.9, 89.9, 1623, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.4, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:09:03, 1339546143.96, 37.7, N,  25.5, W, 238.8, 341.3, 220.2, 38.8, 89.9, 1623, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.7, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:10:03, 1339546203.73, 37.7, N,  25.5, W, 238.9, 341.1, 220.2, 38.8, 89.9, 1636, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.2, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:11:03, 1339546263.45, 37.7, N,  25.5, W, 238.4, 341.9, 220.2, 38.9, 89.9, 1641, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.7, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:12:04, 1339546324.19, 37.7, N,  25.5, W, 238.8, 341.2, 220.0, 38.9, 89.9, 1642, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.2, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:13:03, 1339546383.91, 37.7, N,  25.5, W, 238.6, 341.5, 220.3, 38.9, 89.9, 1636, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.5, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:14:03, 1339546443.66, 37.7, N,  25.5, W, 238.8, 341.1, 220.1, 38.7, 89.9, 1643, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.0, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:15:04, 1339546504.56, 37.7, N,  25.5, W, 239.1, 341.0, 220.3, 38.9, 89.9, 1633, 1051,  73,  66, 3865,    0, 1692, KH@@, HG,  6.3, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:16:04, 1339546564.28, 37.7, N,  25.5, W, 238.8, 341.1, 220.0, 38.8, 89.9, 1629, 1051,  73,  66, 3865,    0, 1695, KH@@, HG,  6.5, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:17:04, 1339546624.10, 37.7, N,  25.5, W, 238.1, 341.9, 220.2, 38.7, 89.9, 1635, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.4, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:18:03, 1339546683.89, 37.7, N,  25.5, W, 238.3, 341.9, 220.1, 38.8, 89.9, 1640, 1051,  73,  66, 3865,    0, 1694, KH@@, HG,  6.4, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:19:03, 1339546743.61, 37.7, N,  25.5, W, 239.3, 341.0, 220.0, 39.0, 89.9, 1636, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.1, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:20:04, 1339546804.51, 37.7, N,  25.5, W, 238.6, 341.3, 220.0, 38.7, 89.9, 1634, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.2, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:21:04, 1339546864.23, 37.7, N,  25.5, W, 238.1, 341.9, 220.0, 38.9, 89.9, 1642, 1051,  73,  66, 3865,    0, 1692, KH@@, HG,  6.3, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:22:03, 1339546923.96, 37.7, N,  25.5, W, 238.4, 341.6, 219.8, 39.0, 89.9, 1639, 1051,  73,  66, 3865,    0, 1694, KH@@, HG,  6.4, 40.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:23:03, 1339546983.60, 37.7, N,  25.5, W, 238.4, 341.7, 220.3, 38.8, 89.9, 1635, 1051,  73,  66, 3865,    0, 1694, KH@@, HG,  6.4, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:24:04, 1339547044.40, 37.7, N,  25.5, W, 238.8, 341.4, 220.2, 38.9, 89.9, 1637, 1051,  73,  66, 3865,    0, 1694, KH@@, HG,  6.4, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:25:04, 1339547104.25, 37.7, N,  25.5, W, 238.4, 341.6, 220.1, 38.9, 89.9, 1636, 1051,  73,  66, 3865,    0, 1694, KH@@, HG,  5.9, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:26:04, 1339547164.02, 37.7, N,  25.5, W, 238.6, 341.7, 220.3, 39.0, 89.9, 1632, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  5.5, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:27:03, 1339547223.74, 37.7, N,  25.5, W, 238.8, 341.5, 220.2, 38.8, 89.9, 1633, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.3, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:28:03, 1339547283.47, 37.7, N,  25.5, W, 238.4, 341.6, 220.0, 38.9, 89.9, 1631, 1051,  73,  66, 3865,    0, 1695, KH@@, HG,  6.4, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:29:04, 1339547344.20, 37.7, N,  25.5, W, 238.9, 341.3, 220.2, 38.8, 89.9, 1637, 1051,  73,  66, 3865,    0, 1695, KH@@, HG,  6.3, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:30:04, 1339547404.08, 37.7, N,  25.5, W, 238.4, 341.7, 220.1, 38.8, 89.9, 1641, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  5.9, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/13, 00:31:03, 1339547463.68, 37.7, N,  25.5, W, 238.8, 341.1, 219.9, 38.9, 89.9, 1640, 1051,  73,  66, 3865,    0, 1693, KH@@, HG,  6.1, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
