Date, Time_GMT, Unixtime, Lat, NS, Lon, EW, Gyro, AzRel, AzTrue, El, Cr, DacAgc, Thresh, PolAng, DacMHz, DacKHz, NID, Aux, DacStatus, RemLocal, EbNo, MdmAgc, MdmMGC
2012/07/12, 00:00:03, 1342051203.63, 62.0, N,  33.7, W,  15.1, 186.3, 201.8, 19.6, 89.9, 1802, 1187,  73,  66, 242,    0, 1692, KH@@, HG,  4.8, 44.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:01:04, 1342051264.36, 62.0, N,  33.7, W,  17.5, 184.4, 201.5, 19.1, 90.1, 1805, 1187,  73,  66, 242,    0, 1691, KH@@, HG,  5.0, 44.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:02:04, 1342051324.11, 62.0, N,  33.7, W,  15.7, 185.8, 201.6, 19.4, 89.9, 1798, 1187,  73,  66, 242,    0, 1692, KH@@, HG,  4.8, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:03:03, 1342051383.88, 62.0, N,  33.7, W,  16.8, 184.7, 201.5, 19.4, 90.0, 1817, 1187,  73,  66, 242,    0, 1692, KH@@, HG,  5.2, 44.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:04:03, 1342051443.60, 62.0, N,  33.7, W,  14.3, 187.2, 201.6, 19.1, 90.0, 1807, 1187,  73,  66, 242,    0, 1691, KH@@, HG,  4.9, 44.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:05:04, 1342051504.46, 62.1, N,  33.7, W,  17.5, 184.2, 201.5, 19.4, 90.0, 1806, 1187,  73,  66, 242,    0, 1691, KH@@, HG,  4.9, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:06:04, 1342051564.19, 62.1, N,  33.7, W,  16.8, 185.0, 201.6, 19.3, 90.0, 1802, 1187,  73,  66, 242,    0, 1691, KH@@, HG,  5.0, 44.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:07:03, 1342051623.89, 62.1, N,  33.7, W,  16.6, 185.0, 201.5, 19.3, 89.9, 1823, 1187,  73,  66, 242,    0, 1691, KH@@, HG,  4.7, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:08:03, 1342051683.58, 62.1, N,  33.7, W,  15.3, 186.2, 201.6, 19.5, 89.8, 1814, 1187,  73,  66, 242,    0, 1692, KH@@, HG,  4.9, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:09:04, 1342051744.35, 62.1, N,  33.7, W,  16.1, 185.3, 201.6, 19.3, 89.8, 1812, 1187,  73,  66, 242,    0, 1691, KH@@, HG,  4.9, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:10:04, 1342051804.25, 62.1, N,  33.7, W,  14.8, 187.0, 201.4, 19.4, 90.0, 1800, 1187,  73,  66, 242,    0, 1695, KH@@, HG,  4.6, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:11:03, 1342051863.93, 62.1, N,  33.7, W,  17.9, 183.1, 201.3, 19.3, 90.0, 1793, 1187,  73,  66, 242,    0, 1693, KH@@, HG,  4.5, 44.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:12:03, 1342051923.66, 62.1, N,  33.7, W,  16.4, 185.3, 201.6, 19.4, 90.0, 1815, 1187,  73,  66, 242,    0, 1692, KH@@, HG,  4.9, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:13:04, 1342051984.45, 62.1, N,  33.7, W,  17.7, 183.4, 201.6, 19.3, 90.0, 1796, 1187,  73,  66, 242,    0, 1693, KH@@, HG,  4.3, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:14:04, 1342052044.18, 62.1, N,  33.7, W,  16.6, 185.0, 201.6, 19.5, 89.9, 1801, 1187,  73,  66, 242,    0, 1693, KH@@, HG,  4.8, 44.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:15:04, 1342052104.03, 62.1, N,  33.7, W,  14.3, 187.3, 201.7, 19.3, 89.8, 1799, 1187,  73,  66, 242,    0, 1693, KH@@, HG,  4.6, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:16:03, 1342052163.79, 62.1, N,  33.7, W,  14.9, 187.1, 201.5, 19.3, 89.9, 1804, 1187,  73,  66, 242,    0, 1691, KH@@, HG,  4.6, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:17:03, 1342052223.48, 62.1, N,  33.7, W,  14.0, 187.3, 201.6, 19.2, 90.0, 1799, 1187,  73,  66, 242,    0, 1692, KH@@, HG,  4.9, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:18:04, 1342052284.21, 62.1, N,  33.7, W,  17.3, 184.3, 201.6, 19.3, 90.0, 1799, 1187,  73,  66, 242,    0, 1692, KH@@, HG,  4.9, 42.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:19:03, 1342052343.96, 62.1, N,  33.7, W,  14.0, 187.8, 201.6, 19.1, 90.0, 1820, 1187,  73,  66, 242,    0, 1694, KH@@, HG,  5.2, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:20:03, 1342052403.74, 62.1, N,  33.7, W,  15.7, 186.0, 201.4, 19.3, 89.9, 1803, 1187,  73,  66, 242,    0, 1691, KH@@, HG,  4.6, 44.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:21:03, 1342052463.46, 62.1, N,  33.7, W,  16.8, 184.8, 201.6, 19.1, 90.0, 1802, 1187,  73,  66, 242,    0, 1693, KH@@, HG,  4.7, 44.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/07/12, 00:22:04, 1342052524.27, 62.1, N,  33.7, W,  16.4, 185.4, 201.6, 19.2, 90.0, 1782, 1187,  73,  66, 242,    0, 1692, KH@@, HG,  4.4, 43.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
