Date, Time_GMT, Unixtime, Lat, NS, Lon, EW, Gyro, AzRel, AzTrue, El, Cr, DacAgc, Thresh, PolAng, DacMHz, DacKHz, NID, Aux, DacStatus, RemLocal, EbNo, MdmAgc, MdmMGC
2012/06/17, 00:00:03, 1339891203.70, 41.3, N,  27.0, W, 357.4, 219.8, 217.3, 36.5, 90.0, 1663, 1167,  73,  66, 3865,    0, 1691, KH@@, HG,  6.5, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:01:04, 1339891264.35, 41.3, N,  27.0, W, 357.7, 219.6, 217.3, 36.5, 90.0, 1677, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.3, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:02:04, 1339891324.12, 41.3, N,  27.0, W, 357.6, 219.7, 217.2, 36.4, 89.9, 1670, 1167,  73,  66, 3865,    0, 1693, KH@@, HG,  6.2, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:03:03, 1339891383.86, 41.3, N,  27.0, W,   0.0, 217.2, 217.3, 36.6, 90.0, 1685, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.3, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:04:03, 1339891443.64, 41.3, N,  27.0, W, 356.9, 220.5, 217.3, 36.3, 89.9, 1676, 1167,  73,  66, 3865,    0, 1693, KH@@, HG,  6.3, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:05:04, 1339891504.41, 41.3, N,  27.0, W, 358.1, 219.7, 217.7, 36.5, 90.1, 1677, 1167,  73,  66, 3865,    0, 1693, KH@@, HG,  6.2, 39.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:06:04, 1339891564.13, 41.3, N,  27.0, W, 356.8, 220.6, 217.6, 36.4, 90.0, 1679, 1167,  73,  66, 3865,    0, 1693, KH@@, HG,  6.3, 37.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:07:03, 1339891623.86, 41.3, N,  27.0, W, 356.6, 220.5, 217.6, 36.4, 90.0, 1674, 1167,  73,  66, 3865,    0, 1691, KH@@, HG,  6.2, 37.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:08:03, 1339891683.55, 41.3, N,  27.0, W, 357.6, 220.3, 217.7, 36.3, 90.0, 1674, 1167,  73,  66, 3865,    0, 1693, KH@@, HG,  6.5, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:09:04, 1339891744.34, 41.3, N,  27.0, W, 359.8, 217.7, 217.5, 36.4, 89.9, 1693, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.4, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:10:04, 1339891804.15, 41.3, N,  27.0, W, 356.3, 221.1, 217.5, 36.6, 90.0, 1679, 1167,  73,  66, 3865,    0, 1694, KH@@, HG,  5.7, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:11:03, 1339891863.88, 41.3, N,  27.0, W, 358.6, 218.9, 217.5, 36.5, 89.9, 1661, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.2, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:12:03, 1339891923.60, 41.3, N,  27.0, W, 357.1, 220.3, 217.5, 36.3, 89.9, 1678, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.4, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:13:04, 1339891984.34, 41.3, N,  27.0, W, 358.4, 219.2, 217.6, 36.3, 90.0, 1672, 1167,  73,  66, 3865,    0, 1691, KH@@, HG,  6.4, 37.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:14:04, 1339892044.02, 41.5, N,  27.0, W, 357.3, 220.4, 217.8, 36.1, 89.9, 1666, 1167,  73,  66, 3865,    0, 1693, KH@@, HG,  6.5, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:15:03, 1339892103.81, 41.5, N,  27.0, W, 357.3, 220.3, 217.7, 36.3, 89.9, 1674, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.4, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:16:03, 1339892163.54, 41.5, N,  27.0, W, 357.6, 220.1, 217.6, 36.3, 89.9, 1678, 1167,  73,  66, 3865,    0, 1691, KH@@, HG,  6.6, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:17:04, 1339892224.35, 41.5, N,  27.0, W, 358.9, 218.6, 217.6, 36.6, 90.0, 1662, 1167,  73,  66, 3865,    0, 1691, KH@@, HG,  6.3, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:18:04, 1339892284.12, 41.5, N,  27.0, W, 357.3, 220.1, 217.7, 36.4, 90.0, 1692, 1167,  73,  66, 3865,    0, 1693, KH@@, HG,  6.4, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:19:03, 1339892343.85, 41.5, N,  27.0, W, 358.8, 218.6, 217.5, 36.3, 90.0, 1675, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.5, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:20:03, 1339892403.64, 41.5, N,  27.0, W, 357.7, 220.2, 217.9, 36.4, 89.9, 1667, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.2, 37.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:21:04, 1339892464.37, 41.5, N,  27.0, W, 358.1, 219.4, 217.6, 36.5, 90.0, 1674, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.1, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:22:04, 1339892524.05, 41.5, N,  27.0, W, 358.4, 219.2, 217.7, 36.3, 90.0, 1679, 1167,  73,  66, 3865,    0, 1693, KH@@, HG,  6.5, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:23:03, 1339892583.78, 41.5, N,  27.0, W, 357.7, 220.1, 217.6, 36.3, 90.0, 1679, 1167,  73,  66, 3865,    0, 1693, KH@@, HG,  6.4, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:24:03, 1339892643.46, 41.5, N,  27.0, W, 358.3, 219.6, 217.8, 36.3, 89.9, 1676, 1167,  73,  66, 3865,    0, 1693, KH@@, HG,  6.4, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:25:04, 1339892704.32, 41.5, N,  27.0, W, 358.1, 219.6, 217.9, 36.1, 89.9, 1675, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.3, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:26:04, 1339892764.04, 41.5, N,  27.0, W, 358.9, 218.5, 217.7, 36.1, 89.9, 1671, 1167,  73,  66, 3865,    0, 1693, KH@@, HG,  6.2, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:27:03, 1339892823.80, 41.5, N,  27.0, W, 358.3, 219.2, 217.6, 36.3, 89.9, 1681, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.5, 37.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:28:03, 1339892883.52, 41.5, N,  27.0, W, 358.6, 218.9, 217.6, 36.3, 89.9, 1675, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.3, 37.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:29:04, 1339892944.21, 41.5, N,  27.0, W, 358.1, 219.3, 217.8, 36.3, 89.9, 1669, 1167,  73,  66, 3865,    0, 1692, KH@@, HG,  6.4, 38.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:30:03, 1339893003.99, 41.5, N,  27.0, W, 358.8, 219.2, 217.8, 36.3, 89.9, 1690, 1167,  73,  66, 3865,    0, 1691, KH@@, HG,  6.4, 37.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
2012/06/17, 00:31:03, 1339893063.71, 41.5, N,  27.0, W, 357.3, 220.5, 217.8, 36.5, 90.0, 1682, 1167,  73,  66, 3865,    0, 1694, KH@@, HG,  6.4, 37.0,  065.54500096.0005320115.013066.24250512.0005320130000.11100510010000000003.010
